"","Taxa","eDNA_16S","verts_count"
"706","Melanogrammus_aeglefinus",0,14.58333333
"707","Merluccius_albidus",0.655530359,1.944444444
"708","Merluccius_bilinearis",0.194903459,27.22222222
"709","Myoxocephalus_octodecemspinosus",0,0
"710","Notoscopelus_elongatus",0.004917031,0
"711","Phycis_chesteri",0,0
"712","Pollachius_virens",0,1.944444444
"713","Scomber_scombrus",0,0
"714","Sebastes",0,220.6944444
"715","Squalus_acanthias",0,0
"716","Tautogolabrus_adspersus",0,0
"717","Triglops_murrayi",0,0
"718","Urophycis_chuss",0.003523727,0
"719","Urophycis_tenuis",0,5.833333333
"720","Zoarces_americanus",0,0
"721","Alosa_pseudoharengus",0,0
"722","Amblyraja_radiata",0,0
"723","Argentina_silus",0,0
"724","Benthosema_glaciale",0,0.972222222
"725","Centroscyllium_fabricii",0,0
"726","Citharichthys_arctifrons",0,0
"727","Clupea_harengus",0,0.972222222
"728","Enchelyopus_cimbrius",0.544925139,0
"729","Glyptocephalus_cynoglossus",0,0.972222222
"730","Helicolenus_dactylopterus",0,0
"731","Hippoglossus_hippoglossus",0,0
"732","Leptoclinus_maculatus",0,0
"733","Leucoraja_erinacea",0,0
"734","Lophius_americanus",0,1.944444444
"735","Lumpenus_lampretaeformis",0,0
"736","Melanogrammus_aeglefinus",0,6.805555556
"737","Merluccius_albidus",0,0.972222222
"738","Merluccius_bilinearis",0.166874857,18.47222222
"739","Myoxocephalus_octodecemspinosus",0,0
"740","Notoscopelus_elongatus",0,0
"741","Phycis_chesteri",0,0
"742","Pollachius_virens",0,0
"743","Scomber_scombrus",0.052217667,0
"744","Sebastes",0,14.58333333
"745","Squalus_acanthias",0,0
"746","Tautogolabrus_adspersus",0,0
"747","Triglops_murrayi",0,0
"748","Urophycis_chuss",0,12.63888889
"749","Urophycis_tenuis",0,0
"750","Zoarces_americanus",0,0
"751","Alosa_pseudoharengus",0.001963393,0
"752","Amblyraja_radiata",0,0
"753","Argentina_silus",0.052998666,0
"754","Benthosema_glaciale",0,0
"755","Centroscyllium_fabricii",0,0
"756","Citharichthys_arctifrons",0,1.029411765
"757","Clupea_harengus",0,19.55882353
"758","Enchelyopus_cimbrius",0.023942714,0
"759","Glyptocephalus_cynoglossus",0,1.029411765
"760","Helicolenus_dactylopterus",0.004389713,0
"761","Hippoglossus_hippoglossus",0.098564603,0
"762","Leptoclinus_maculatus",0,0
"763","Leucoraja_erinacea",0,0
"764","Lophius_americanus",0,1.029411765
"765","Lumpenus_lampretaeformis",0,0
"766","Melanogrammus_aeglefinus",0.23006986,1.029411765
"767","Merluccius_albidus",0,0
"768","Merluccius_bilinearis",0.257730557,237.7941176
"769","Myoxocephalus_octodecemspinosus",0,1.029411765
"770","Notoscopelus_elongatus",0,0
"771","Phycis_chesteri",0,0
"772","Pollachius_virens",0,3.088235294
"773","Scomber_scombrus",0.027167016,3.088235294
"774","Sebastes",0.070049271,18.52941176
"775","Squalus_acanthias",0.00118969,0
"776","Tautogolabrus_adspersus",0,0
"777","Triglops_murrayi",0,0
"778","Urophycis_chuss",0,12.35294118
"779","Urophycis_tenuis",0.084678411,10.29411765
"780","Zoarces_americanus",0,1.029411765
"781","Alosa_pseudoharengus",0,0
"782","Amblyraja_radiata",0,0
"783","Argentina_silus",0,0
"784","Benthosema_glaciale",0,0
"785","Centroscyllium_fabricii",0,0
"786","Citharichthys_arctifrons",0,2.916666667
"787","Clupea_harengus",0.516336369,38.88888889
"788","Enchelyopus_cimbrius",0,0
"789","Glyptocephalus_cynoglossus",0,5.833333333
"790","Helicolenus_dactylopterus",0,0
"791","Hippoglossus_hippoglossus",0,0
"792","Leptoclinus_maculatus",0,0
"793","Leucoraja_erinacea",0,0
"794","Lophius_americanus",0,1.944444444
"795","Lumpenus_lampretaeformis",0,0
"796","Melanogrammus_aeglefinus",0,6.805555556
"797","Merluccius_albidus",0,0
"798","Merluccius_bilinearis",0.106266738,115.6944444
"799","Myoxocephalus_octodecemspinosus",0,0.972222222
"800","Notoscopelus_elongatus",0,0
"801","Phycis_chesteri",0,0
"802","Pollachius_virens",0,0
"803","Scomber_scombrus",0,0
"804","Sebastes",0,0
"805","Squalus_acanthias",0,0
"806","Tautogolabrus_adspersus",0,0
"807","Triglops_murrayi",0,0
"808","Urophycis_chuss",0,13.61111111
"809","Urophycis_tenuis",0,2.916666667
"810","Zoarces_americanus",0,0
"811","Alosa_pseudoharengus",0,0
"812","Amblyraja_radiata",0,0
"813","Argentina_silus",0,0
"814","Benthosema_glaciale",0,0
"815","Centroscyllium_fabricii",0,0
"816","Citharichthys_arctifrons",0,0
"817","Clupea_harengus",0.057964436,133
"818","Enchelyopus_cimbrius",0,0
"819","Glyptocephalus_cynoglossus",0,0
"820","Helicolenus_dactylopterus",0,0
"821","Hippoglossus_hippoglossus",0,2
"822","Leptoclinus_maculatus",0,0
"823","Leucoraja_erinacea",0,0
"824","Lophius_americanus",0,0
"825","Lumpenus_lampretaeformis",0,0
"826","Melanogrammus_aeglefinus",0,33
"827","Merluccius_albidus",0,0
"828","Merluccius_bilinearis",0.133523789,5
"829","Myoxocephalus_octodecemspinosus",0,1
"830","Notoscopelus_elongatus",0,0
"831","Phycis_chesteri",0,0
"832","Pollachius_virens",0,0
"833","Scomber_scombrus",0,0
"834","Sebastes",0.12706253,0
"835","Squalus_acanthias",0,0
"836","Tautogolabrus_adspersus",0,0
"837","Triglops_murrayi",0,0
"838","Urophycis_chuss",0,0
"839","Urophycis_tenuis",0,0
"840","Zoarces_americanus",0,0
"841","Alosa_pseudoharengus",0,0
"842","Amblyraja_radiata",0,0
"843","Argentina_silus",0,0
"844","Benthosema_glaciale",0,0
"845","Centroscyllium_fabricii",0,0
"846","Citharichthys_arctifrons",0,0
"847","Clupea_harengus",0.002347334,0
"848","Enchelyopus_cimbrius",0,0
"849","Glyptocephalus_cynoglossus",0,0
"850","Helicolenus_dactylopterus",0,0
"851","Hippoglossus_hippoglossus",0,1.029411765
"852","Leptoclinus_maculatus",0,0
"853","Leucoraja_erinacea",0,0
"854","Lophius_americanus",0,2.058823529
"855","Lumpenus_lampretaeformis",0,0
"856","Melanogrammus_aeglefinus",0,122.5
"857","Merluccius_albidus",0,0
"858","Merluccius_bilinearis",0.106275086,11.32352941
"859","Myoxocephalus_octodecemspinosus",0.055601347,0
"860","Notoscopelus_elongatus",0,0
"861","Phycis_chesteri",0,0
"862","Pollachius_virens",0,0
"863","Scomber_scombrus",0,0
"864","Sebastes",0,0
"865","Squalus_acanthias",0,0
"866","Tautogolabrus_adspersus",0,0
"867","Triglops_murrayi",0,0
"868","Urophycis_chuss",0,3.088235294
"869","Urophycis_tenuis",0,1.029411765
"870","Zoarces_americanus",0,0
"871","Alosa_pseudoharengus",0,0
"872","Amblyraja_radiata",0,0
"873","Argentina_silus",0,0
"874","Benthosema_glaciale",0,0
"875","Centroscyllium_fabricii",0,0
"876","Citharichthys_arctifrons",0,0
"877","Clupea_harengus",0,0
"878","Enchelyopus_cimbrius",0,0
"879","Glyptocephalus_cynoglossus",0,0
"880","Helicolenus_dactylopterus",0,0
"881","Hippoglossus_hippoglossus",0.018270652,1.09375
"882","Leptoclinus_maculatus",0,0
"883","Leucoraja_erinacea",0,0
"884","Lophius_americanus",0,0
"885","Lumpenus_lampretaeformis",0,0
"886","Melanogrammus_aeglefinus",0.008122503,219.84375
"887","Merluccius_albidus",0.011779422,0
"888","Merluccius_bilinearis",0.957708411,5.46875
"889","Myoxocephalus_octodecemspinosus",0,0
"890","Notoscopelus_elongatus",0,0
"891","Phycis_chesteri",0,0
"892","Pollachius_virens",0,0
"893","Scomber_scombrus",0,0
"894","Sebastes",0,0
"895","Squalus_acanthias",0,0
"896","Tautogolabrus_adspersus",0,0
"897","Triglops_murrayi",0,0
"898","Urophycis_chuss",0,0
"899","Urophycis_tenuis",0,0
"900","Zoarces_americanus",0,0
"901","Alosa_pseudoharengus",0,0
"902","Amblyraja_radiata",0,0
"903","Argentina_silus",0,0
"904","Benthosema_glaciale",0,0
"905","Centroscyllium_fabricii",0,0
"906","Citharichthys_arctifrons",0,0
"907","Clupea_harengus",0,4.242424242
"908","Enchelyopus_cimbrius",0,0
"909","Glyptocephalus_cynoglossus",0,2.121212121
"910","Helicolenus_dactylopterus",0,0
"911","Hippoglossus_hippoglossus",0,0
"912","Leptoclinus_maculatus",0,0
"913","Leucoraja_erinacea",0.032846983,0
"914","Lophius_americanus",0,0
"915","Lumpenus_lampretaeformis",0,0
"916","Melanogrammus_aeglefinus",0,0
"917","Merluccius_albidus",0,0
"918","Merluccius_bilinearis",0.003856403,13.78787879
"919","Myoxocephalus_octodecemspinosus",0.004654055,12.72727273
"920","Notoscopelus_elongatus",0,0
"921","Phycis_chesteri",0,0
"922","Pollachius_virens",0,0
"923","Scomber_scombrus",0.009070442,0
"924","Sebastes",0,0
"925","Squalus_acanthias",0,0
"926","Tautogolabrus_adspersus",0,0
"927","Triglops_murrayi",0,1.060606061
"928","Urophycis_chuss",0,0
"929","Urophycis_tenuis",0,0
"930","Zoarces_americanus",0,0
"931","Alosa_pseudoharengus",0,0
"932","Amblyraja_radiata",0,0
"933","Argentina_silus",0,0
"934","Benthosema_glaciale",0,0
"935","Centroscyllium_fabricii",0,0
"936","Citharichthys_arctifrons",0,0
"937","Clupea_harengus",0.018733697,57.16666667
"938","Enchelyopus_cimbrius",0,0
"939","Glyptocephalus_cynoglossus",0.183858983,3.5
"940","Helicolenus_dactylopterus",0,0
"941","Hippoglossus_hippoglossus",0.524385424,3.5
"942","Leptoclinus_maculatus",0,0
"943","Leucoraja_erinacea",0,0
"944","Lophius_americanus",0,0
"945","Lumpenus_lampretaeformis",0,0
"946","Melanogrammus_aeglefinus",0,0
"947","Merluccius_albidus",0,0
"948","Merluccius_bilinearis",0.205596396,519.1666667
"949","Myoxocephalus_octodecemspinosus",0,3.5
"950","Notoscopelus_elongatus",0,0
"951","Phycis_chesteri",0,0
"952","Pollachius_virens",0,0
"953","Scomber_scombrus",0,0
"954","Sebastes",0,1.166666667
"955","Squalus_acanthias",0,0
"956","Tautogolabrus_adspersus",0,0
"957","Triglops_murrayi",0,0
"958","Urophycis_chuss",0,0
"959","Urophycis_tenuis",0,1.166666667
"960","Zoarces_americanus",0,0
"961","Alosa_pseudoharengus",0,0
"962","Amblyraja_radiata",0,0
"963","Argentina_silus",0,0
"964","Benthosema_glaciale",0,0
"965","Centroscyllium_fabricii",0,0
"966","Citharichthys_arctifrons",0,0
"967","Clupea_harengus",0.003819741,287.65625
"968","Enchelyopus_cimbrius",0.576740217,0
"969","Glyptocephalus_cynoglossus",0,0
"970","Helicolenus_dactylopterus",0,0
"971","Hippoglossus_hippoglossus",0,0
"972","Leptoclinus_maculatus",0,0
"973","Leucoraja_erinacea",0,0
"974","Lophius_americanus",0,0
"975","Lumpenus_lampretaeformis",0,0
"976","Melanogrammus_aeglefinus",0,1.09375
"977","Merluccius_albidus",0,0
"978","Merluccius_bilinearis",0,22.96875
"979","Myoxocephalus_octodecemspinosus",0.07862977,0
"980","Notoscopelus_elongatus",0,0
"981","Phycis_chesteri",0,0
"982","Pollachius_virens",0,0
"983","Scomber_scombrus",0,0
"984","Sebastes",0,0
"985","Squalus_acanthias",0,0
"986","Tautogolabrus_adspersus",0,0
"987","Triglops_murrayi",0,0
"988","Urophycis_chuss",0,0
"989","Urophycis_tenuis",0,0
"990","Zoarces_americanus",0,0
"991","Alosa_pseudoharengus",0,0
"992","Amblyraja_radiata",0,0
"993","Argentina_silus",0,0
"994","Benthosema_glaciale",0,0
"995","Centroscyllium_fabricii",0,0
"996","Citharichthys_arctifrons",0,1.01744186
"997","Clupea_harengus",0,0
"998","Enchelyopus_cimbrius",0,0
"999","Glyptocephalus_cynoglossus",0,1.01744186
"1000","Helicolenus_dactylopterus",0,0
"1001","Hippoglossus_hippoglossus",0,0
"1002","Leptoclinus_maculatus",0,0
"1003","Leucoraja_erinacea",0,1.01744186
"1004","Lophius_americanus",0,3.052325581
"1005","Lumpenus_lampretaeformis",0,0
"1006","Melanogrammus_aeglefinus",0,11.19186047
"1007","Merluccius_albidus",0,0
"1008","Merluccius_bilinearis",0.472433784,32.55813953
"1009","Myoxocephalus_octodecemspinosus",0,1.01744186
"1010","Notoscopelus_elongatus",0,0
"1011","Phycis_chesteri",0,0
"1012","Pollachius_virens",0,0
"1013","Scomber_scombrus",0,0
"1014","Sebastes",0,5.087209302
"1015","Squalus_acanthias",0.388768898,0
"1016","Tautogolabrus_adspersus",0,0
"1017","Triglops_murrayi",0,0
"1018","Urophycis_chuss",0,9.156976744
"1019","Urophycis_tenuis",0,0
"1020","Zoarces_americanus",0,0
"1021","Alosa_pseudoharengus",0,0
"1022","Amblyraja_radiata",0,0
"1023","Argentina_silus",0,0
"1024","Benthosema_glaciale",0,0
"1025","Centroscyllium_fabricii",0,0
"1026","Citharichthys_arctifrons",0,0
"1027","Clupea_harengus",0,0
"1028","Enchelyopus_cimbrius",0,0
"1029","Glyptocephalus_cynoglossus",0,0
"1030","Helicolenus_dactylopterus",0,0
"1031","Hippoglossus_hippoglossus",0,0
"1032","Leptoclinus_maculatus",0,0
"1033","Leucoraja_erinacea",0,0
"1034","Lophius_americanus",0,0
"1035","Lumpenus_lampretaeformis",0,0
"1036","Melanogrammus_aeglefinus",0,170.0842697
"1037","Merluccius_albidus",0.013800425,0
"1038","Merluccius_bilinearis",0,0.983146067
"1039","Myoxocephalus_octodecemspinosus",0,0
"1040","Notoscopelus_elongatus",0,0
"1041","Phycis_chesteri",0.001769285,0
"1042","Pollachius_virens",0,0
"1043","Scomber_scombrus",0,0
"1044","Sebastes",0.504423213,0
"1045","Squalus_acanthias",0.179936306,0
"1046","Tautogolabrus_adspersus",0,0
"1047","Triglops_murrayi",0,0
"1048","Urophycis_chuss",0,0
"1049","Urophycis_tenuis",0,0
"1050","Zoarces_americanus",0,0
"1051","Alosa_pseudoharengus",0,0
"1052","Amblyraja_radiata",0,0
"1053","Argentina_silus",0,0
"1054","Benthosema_glaciale",0,0
"1055","Centroscyllium_fabricii",0,0
"1056","Citharichthys_arctifrons",0,0
"1057","Clupea_harengus",0,24.27745665
"1058","Enchelyopus_cimbrius",0,0
"1059","Glyptocephalus_cynoglossus",0,0
"1060","Helicolenus_dactylopterus",0,0
"1061","Hippoglossus_hippoglossus",0,0
"1062","Leptoclinus_maculatus",0,0
"1063","Leucoraja_erinacea",0,0
"1064","Lophius_americanus",0,0
"1065","Lumpenus_lampretaeformis",0,0
"1066","Melanogrammus_aeglefinus",0,14.16184971
"1067","Merluccius_albidus",0,0
"1068","Merluccius_bilinearis",0.118814019,184.1040462
"1069","Myoxocephalus_octodecemspinosus",0,0
"1070","Notoscopelus_elongatus",0,0
"1071","Phycis_chesteri",0,0
"1072","Pollachius_virens",0,24.27745665
"1073","Scomber_scombrus",0,0
"1074","Sebastes",0,74.85549133
"1075","Squalus_acanthias",0.881185981,147.6878613
"1076","Tautogolabrus_adspersus",0,0
"1077","Triglops_murrayi",0,0
"1078","Urophycis_chuss",0,9.104046243
"1079","Urophycis_tenuis",0,9.104046243
"1080","Zoarces_americanus",0,0
"1081","Alosa_pseudoharengus",0,1.01744186
"1082","Amblyraja_radiata",0,0
"1083","Argentina_silus",0,0
"1084","Benthosema_glaciale",0,0
"1085","Centroscyllium_fabricii",0,0
"1086","Citharichthys_arctifrons",0,0
"1087","Clupea_harengus",0,15.26162791
"1088","Enchelyopus_cimbrius",0.999550198,3.052325581
"1089","Glyptocephalus_cynoglossus",0,7.122093023
"1090","Helicolenus_dactylopterus",0,0
"1091","Hippoglossus_hippoglossus",0,0
"1092","Leptoclinus_maculatus",0,0
"1093","Leucoraja_erinacea",0,0
"1094","Lophius_americanus",0,0
"1095","Lumpenus_lampretaeformis",0,0
"1096","Melanogrammus_aeglefinus",0,0
"1097","Merluccius_albidus",0,0
"1098","Merluccius_bilinearis",0,293.0232558
"1099","Myoxocephalus_octodecemspinosus",0,0
"1100","Notoscopelus_elongatus",0,0
"1101","Phycis_chesteri",0,0
"1102","Pollachius_virens",0,0
"1103","Scomber_scombrus",0,0
"1104","Sebastes",0,0
"1105","Squalus_acanthias",0,0
"1106","Tautogolabrus_adspersus",0,0
"1107","Triglops_murrayi",0,0
"1108","Urophycis_chuss",0.000449802,11.19186047
"1109","Urophycis_tenuis",0,13.22674419
"1110","Zoarces_americanus",0,0
"1111","Alosa_pseudoharengus",0,31.17816092
"1112","Amblyraja_radiata",0,0
"1113","Argentina_silus",0,0
"1114","Benthosema_glaciale",0,0
"1115","Centroscyllium_fabricii",0,0
"1116","Citharichthys_arctifrons",0,0
"1117","Clupea_harengus",0.002002861,32.18390805
"1118","Enchelyopus_cimbrius",0,0
"1119","Glyptocephalus_cynoglossus",0,3.017241379
"1120","Helicolenus_dactylopterus",0,0
"1121","Hippoglossus_hippoglossus",0,0
"1122","Leptoclinus_maculatus",0,0
"1123","Leucoraja_erinacea",0,0
"1124","Lophius_americanus",0,2.011494253
"1125","Lumpenus_lampretaeformis",0,0
"1126","Melanogrammus_aeglefinus",0,84.48275862
"1127","Merluccius_albidus",0,0
"1128","Merluccius_bilinearis",0,84.48275862
"1129","Myoxocephalus_octodecemspinosus",0,0
"1130","Notoscopelus_elongatus",0,0
"1131","Phycis_chesteri",0,0
"1132","Pollachius_virens",0,0
"1133","Scomber_scombrus",0,0
"1134","Sebastes",0,265.5172414
"1135","Squalus_acanthias",0,0
"1136","Tautogolabrus_adspersus",0,0
"1137","Triglops_murrayi",0,0
"1138","Urophycis_chuss",0,1.005747126
"1139","Urophycis_tenuis",0,4.022988506
"1140","Zoarces_americanus",0,0
"1141","Alosa_pseudoharengus",0,1.988636364
"1142","Amblyraja_radiata",0,0
"1143","Argentina_silus",0.008820709,0
"1144","Benthosema_glaciale",0,0
"1145","Centroscyllium_fabricii",0,0
"1146","Citharichthys_arctifrons",0,0
"1147","Clupea_harengus",0.220325983,1.988636364
"1148","Enchelyopus_cimbrius",0.000767018,0
"1149","Glyptocephalus_cynoglossus",0,0
"1150","Helicolenus_dactylopterus",0,0
"1151","Hippoglossus_hippoglossus",0.017641419,0
"1152","Leptoclinus_maculatus",0,0
"1153","Leucoraja_erinacea",0,15.90909091
"1154","Lophius_americanus",0,0
"1155","Lumpenus_lampretaeformis",0,0
"1156","Melanogrammus_aeglefinus",0,8.948863636
"1157","Merluccius_albidus",0,0
"1158","Merluccius_bilinearis",0.004793864,221.7329545
"1159","Myoxocephalus_octodecemspinosus",0,92.47159091
"1160","Notoscopelus_elongatus",0,0
"1161","Phycis_chesteri",0,0
"1162","Pollachius_virens",0,0
"1163","Scomber_scombrus",0,0
"1164","Sebastes",0,0
"1165","Squalus_acanthias",0,0
"1166","Tautogolabrus_adspersus",0,0.994318182
"1167","Triglops_murrayi",0,0
"1168","Urophycis_chuss",0,108.3806818
"1169","Urophycis_tenuis",0.016682646,2.982954545
"1170","Zoarces_americanus",0,0
"1171","Alosa_pseudoharengus",0,0
"1172","Amblyraja_radiata",0,0
"1173","Argentina_silus",0,0
"1174","Benthosema_glaciale",0,0
"1175","Centroscyllium_fabricii",0,0
"1176","Citharichthys_arctifrons",0,0
"1177","Clupea_harengus",0.002667953,40
"1178","Enchelyopus_cimbrius",0,1
"1179","Glyptocephalus_cynoglossus",0,0
"1180","Helicolenus_dactylopterus",0,2
"1181","Hippoglossus_hippoglossus",0,0
"1182","Leptoclinus_maculatus",0,0
"1183","Leucoraja_erinacea",0,0
"1184","Lophius_americanus",0,2
"1185","Lumpenus_lampretaeformis",0,0
"1186","Melanogrammus_aeglefinus",0,8
"1187","Merluccius_albidus",0,0
"1188","Merluccius_bilinearis",0,265
"1189","Myoxocephalus_octodecemspinosus",0,0
"1190","Notoscopelus_elongatus",0,0
"1191","Phycis_chesteri",0,0
"1192","Pollachius_virens",0,18
"1193","Scomber_scombrus",0,0
"1194","Sebastes",0,5
"1195","Squalus_acanthias",0.997332047,0
"1196","Tautogolabrus_adspersus",0,0
"1197","Triglops_murrayi",0,0
"1198","Urophycis_chuss",0,18
"1199","Urophycis_tenuis",0,15
"1200","Zoarces_americanus",0,0
"1201","Alosa_pseudoharengus",0,0
"1202","Amblyraja_radiata",0,0
"1203","Argentina_silus",0,0
"1204","Benthosema_glaciale",0,0
"1205","Centroscyllium_fabricii",0,0
"1206","Citharichthys_arctifrons",0,0
"1207","Clupea_harengus",0,32
"1208","Enchelyopus_cimbrius",0,0
"1209","Glyptocephalus_cynoglossus",0,0
"1210","Helicolenus_dactylopterus",0,0
"1211","Hippoglossus_hippoglossus",0,0
"1212","Leptoclinus_maculatus",0,0
"1213","Leucoraja_erinacea",0,0
"1214","Lophius_americanus",0,0
"1215","Lumpenus_lampretaeformis",0,0
"1216","Melanogrammus_aeglefinus",0,16
"1217","Merluccius_albidus",0,0
"1218","Merluccius_bilinearis",0.239218391,216
"1219","Myoxocephalus_octodecemspinosus",0,0
"1220","Notoscopelus_elongatus",0,0
"1221","Phycis_chesteri",0,0
"1222","Pollachius_virens",0,4
"1223","Scomber_scombrus",0,0
"1224","Sebastes",0.304183908,12
"1225","Squalus_acanthias",0.172505747,6
"1226","Tautogolabrus_adspersus",0,0
"1227","Triglops_murrayi",0,0
"1228","Urophycis_chuss",0,22
"1229","Urophycis_tenuis",0,6
"1230","Zoarces_americanus",0,0
"1231","Alosa_pseudoharengus",0,0
"1232","Amblyraja_radiata",0,0
"1233","Argentina_silus",0,0
"1234","Benthosema_glaciale",0,0
"1235","Centroscyllium_fabricii",0,0
"1236","Citharichthys_arctifrons",0,0
"1237","Clupea_harengus",0,2.916666667
"1238","Enchelyopus_cimbrius",0,0
"1239","Glyptocephalus_cynoglossus",0,0
"1240","Helicolenus_dactylopterus",0,3.888888889
"1241","Hippoglossus_hippoglossus",0,0
"1242","Leptoclinus_maculatus",0,0
"1243","Leucoraja_erinacea",0,0
"1244","Lophius_americanus",0,0.972222222
"1245","Lumpenus_lampretaeformis",0,0
"1246","Melanogrammus_aeglefinus",0,9.722222222
"1247","Merluccius_albidus",0,0
"1248","Merluccius_bilinearis",0,42.77777778
"1249","Myoxocephalus_octodecemspinosus",0.000395257,0
"1250","Notoscopelus_elongatus",0,0
"1251","Phycis_chesteri",0,0
"1252","Pollachius_virens",0,6.805555556
"1253","Scomber_scombrus",0,0
"1254","Sebastes",0,109.8611111
"1255","Squalus_acanthias",0.175889328,15.55555556
"1256","Tautogolabrus_adspersus",0,0
"1257","Triglops_murrayi",0,0
"1258","Urophycis_chuss",0,1.944444444
"1259","Urophycis_tenuis",0,5.833333333
"1260","Zoarces_americanus",0,0
"1261","Alosa_pseudoharengus",0,0
"1262","Amblyraja_radiata",0,0
"1263","Argentina_silus",0,0
"1264","Benthosema_glaciale",0,0
"1265","Centroscyllium_fabricii",0,0
"1266","Citharichthys_arctifrons",0,0
"1267","Clupea_harengus",0,4.915730337
"1268","Enchelyopus_cimbrius",0,0
"1269","Glyptocephalus_cynoglossus",0,0
"1270","Helicolenus_dactylopterus",0,0
"1271","Hippoglossus_hippoglossus",0,0
"1272","Leptoclinus_maculatus",0,0
"1273","Leucoraja_erinacea",0,0
"1274","Lophius_americanus",0,0.983146067
"1275","Lumpenus_lampretaeformis",0,0
"1276","Melanogrammus_aeglefinus",0,16.71348315
"1277","Merluccius_albidus",0,0
"1278","Merluccius_bilinearis",0,14.74719101
"1279","Myoxocephalus_octodecemspinosus",0,0
"1280","Notoscopelus_elongatus",0,0
"1281","Phycis_chesteri",0,0
"1282","Pollachius_virens",0,0
"1283","Scomber_scombrus",0,0
"1284","Sebastes",0.663612485,19.66292135
"1285","Squalus_acanthias",0.336387515,20.64606742
"1286","Tautogolabrus_adspersus",0,0
"1287","Triglops_murrayi",0,0
"1288","Urophycis_chuss",0,0
"1289","Urophycis_tenuis",0,15.73033708
"1290","Zoarces_americanus",0,0
"1291","Alosa_pseudoharengus",0,0
"1292","Amblyraja_radiata",0,0
"1293","Argentina_silus",0,0
"1294","Benthosema_glaciale",0,0
"1295","Centroscyllium_fabricii",0,0
"1296","Citharichthys_arctifrons",0,0
"1297","Clupea_harengus",0,3.034682081
"1298","Enchelyopus_cimbrius",0,0
"1299","Glyptocephalus_cynoglossus",0,0
"1300","Helicolenus_dactylopterus",0.539365851,35.40462428
"1301","Hippoglossus_hippoglossus",0,0
"1302","Leptoclinus_maculatus",0,0
"1303","Leucoraja_erinacea",0,0
"1304","Lophius_americanus",0,0
"1305","Lumpenus_lampretaeformis",0,0
"1306","Melanogrammus_aeglefinus",0,18.20809249
"1307","Merluccius_albidus",0,0
"1308","Merluccius_bilinearis",0.445260838,431.9364162
"1309","Myoxocephalus_octodecemspinosus",0,0
"1310","Notoscopelus_elongatus",0,0
"1311","Phycis_chesteri",0,0
"1312","Pollachius_virens",0,17.19653179
"1313","Scomber_scombrus",0,0
"1314","Sebastes",0,1.011560694
"1315","Squalus_acanthias",0.014186401,10.11560694
"1316","Tautogolabrus_adspersus",0,0
"1317","Triglops_murrayi",0,0
"1318","Urophycis_chuss",0,2.023121387
"1319","Urophycis_tenuis",0,4.046242775
"1320","Zoarces_americanus",0,0
"1321","Alosa_pseudoharengus",0,0
"1322","Amblyraja_radiata",0,0
"1323","Argentina_silus",0,2.982954545
"1324","Benthosema_glaciale",0,0
"1325","Centroscyllium_fabricii",0,0
"1326","Citharichthys_arctifrons",0,0
"1327","Clupea_harengus",0.004690432,0
"1328","Enchelyopus_cimbrius",0,0
"1329","Glyptocephalus_cynoglossus",0,0.994318182
"1330","Helicolenus_dactylopterus",0,167.0454545
"1331","Hippoglossus_hippoglossus",0,0
"1332","Leptoclinus_maculatus",0,0
"1333","Leucoraja_erinacea",0,0
"1334","Lophius_americanus",0,0
"1335","Lumpenus_lampretaeformis",0,0
"1336","Melanogrammus_aeglefinus",0,1.988636364
"1337","Merluccius_albidus",0,0
"1338","Merluccius_bilinearis",0,24.85795455
"1339","Myoxocephalus_octodecemspinosus",0,0
"1340","Notoscopelus_elongatus",0,0
"1341","Phycis_chesteri",0,0
"1342","Pollachius_virens",0,9.943181818
"1343","Scomber_scombrus",0,0
"1344","Sebastes",0,0.994318182
"1345","Squalus_acanthias",0.924718574,1.988636364
"1346","Tautogolabrus_adspersus",0,0
"1347","Triglops_murrayi",0,0
"1348","Urophycis_chuss",0.003283302,2.982954545
"1349","Urophycis_tenuis",0,0
"1350","Zoarces_americanus",0,0
"1351","Alosa_pseudoharengus",0,0
"1352","Amblyraja_radiata",0,1.005747126
"1353","Argentina_silus",0,1.005747126
"1354","Benthosema_glaciale",0.793159142,0
"1355","Centroscyllium_fabricii",0,0
"1356","Citharichthys_arctifrons",0,0
"1357","Clupea_harengus",0,0
"1358","Enchelyopus_cimbrius",0,0
"1359","Glyptocephalus_cynoglossus",0,0
"1360","Helicolenus_dactylopterus",0,18.10344828
"1361","Hippoglossus_hippoglossus",0,0
"1362","Leptoclinus_maculatus",0,0
"1363","Leucoraja_erinacea",0,0
"1364","Lophius_americanus",0,0
"1365","Lumpenus_lampretaeformis",0,0
"1366","Melanogrammus_aeglefinus",0,13.07471264
"1367","Merluccius_albidus",0,0
"1368","Merluccius_bilinearis",0,2.011494253
"1369","Myoxocephalus_octodecemspinosus",0,0
"1370","Notoscopelus_elongatus",0,0
"1371","Phycis_chesteri",0,0
"1372","Pollachius_virens",0.032504171,31.17816092
"1373","Scomber_scombrus",0,0
"1374","Sebastes",0,37.21264368
"1375","Squalus_acanthias",0.005674151,45.25862069
"1376","Tautogolabrus_adspersus",0,0
"1377","Triglops_murrayi",0,0
"1378","Urophycis_chuss",0,0
"1379","Urophycis_tenuis",0,5.028735632
"1380","Zoarces_americanus",0,0
"1381","Alosa_pseudoharengus",0,0
