"","Taxa","eDNA_16S","verts_wgt"
"713","Scomber_scombrus",0,0
"714","Sebastes",0,74.10277778
"715","Squalus_acanthias",0,0
"716","Tautogolabrus_adspersus",0,0
"717","Triglops_murrayi",0,0
"718","Urophycis_chuss",2438,0
"719","Urophycis_tenuis",0,9.352777778
"720","Zoarces_americanus",0,0
"721","Alosa_pseudoharengus",0,0
"722","Amblyraja_radiata",0,0
"723","Argentina_silus",0,0
"724","Benthosema_glaciale",0,0.000972222
"725","Centroscyllium_fabricii",0,0
"726","Citharichthys_arctifrons",0,0
"727","Clupea_harengus",0,0.165277778
"728","Enchelyopus_cimbrius",30973,0
"729","Glyptocephalus_cynoglossus",0,0.003888889
"730","Helicolenus_dactylopterus",0,0
"731","Hippoglossus_hippoglossus",0,0
"732","Leptoclinus_maculatus",0,0
"733","Leucoraja_erinacea",0,0
"734","Lophius_americanus",0,2.00375
"735","Lumpenus_lampretaeformis",0,0
"736","Melanogrammus_aeglefinus",0,4.501388889
"737","Merluccius_albidus",0,0.739861111
"738","Merluccius_bilinearis",9485,2.197222222
"739","Myoxocephalus_octodecemspinosus",0,0
"740","Notoscopelus_elongatus",0,0
"741","Phycis_chesteri",0,0
"742","Pollachius_virens",0,0
"743","Scomber_scombrus",2968,0
"744","Sebastes",0,4.783333333
"745","Squalus_acanthias",0,0
"746","Tautogolabrus_adspersus",0,0
"747","Triglops_murrayi",0,0
"748","Urophycis_chuss",0,2.411111111
"749","Urophycis_tenuis",0,0
"750","Zoarces_americanus",0,0
"751","Alosa_pseudoharengus",1213,0
"752","Amblyraja_radiata",0,0
"753","Argentina_silus",32743,0
"754","Benthosema_glaciale",0,0
"755","Centroscyllium_fabricii",0,0
"756","Citharichthys_arctifrons",0,0.026764706
"757","Clupea_harengus",0,4.189705882
"758","Enchelyopus_cimbrius",14792,0
"759","Glyptocephalus_cynoglossus",0,0.075147059
"760","Helicolenus_dactylopterus",2712,0
"761","Hippoglossus_hippoglossus",60894,0
"762","Leptoclinus_maculatus",0,0
"763","Leucoraja_erinacea",0,0
"764","Lophius_americanus",0,0.260441176
"765","Lumpenus_lampretaeformis",0,0
"766","Melanogrammus_aeglefinus",142139,0.498235294
"767","Merluccius_albidus",0,0
"768","Merluccius_bilinearis",159228,27.3
"769","Myoxocephalus_octodecemspinosus",0,0.144117647
"770","Notoscopelus_elongatus",0,0
"771","Phycis_chesteri",0,0
"772","Pollachius_virens",0,6.382352941
"773","Scomber_scombrus",16784,0.627941176
"774","Sebastes",43277,2.645588235
"775","Squalus_acanthias",735,0
"776","Tautogolabrus_adspersus",0,0
"777","Triglops_murrayi",0,0
"778","Urophycis_chuss",0,0.957352941
"779","Urophycis_tenuis",52315,3.788235294
"780","Zoarces_americanus",0,0.084411765
"781","Alosa_pseudoharengus",0,0
"782","Amblyraja_radiata",0,0
"783","Argentina_silus",0,0
"784","Benthosema_glaciale",0,0
"785","Centroscyllium_fabricii",0,0
"786","Citharichthys_arctifrons",0,0.033055556
"787","Clupea_harengus",4820,7.505555556
"788","Enchelyopus_cimbrius",0,0
"789","Glyptocephalus_cynoglossus",0,1.166666667
"790","Helicolenus_dactylopterus",0,0
"791","Hippoglossus_hippoglossus",0,0
"792","Leptoclinus_maculatus",0,0
"793","Leucoraja_erinacea",0,0
"794","Lophius_americanus",0,2.775694444
"795","Lumpenus_lampretaeformis",0,0
"796","Melanogrammus_aeglefinus",0,1.821944444
"797","Merluccius_albidus",0,0
"798","Merluccius_bilinearis",992,7.729166667
"799","Myoxocephalus_octodecemspinosus",0,0.119583333
"800","Notoscopelus_elongatus",0,0
"801","Phycis_chesteri",0,0
"802","Pollachius_virens",0,0
"803","Scomber_scombrus",0,0
"804","Sebastes",0,0
"805","Squalus_acanthias",0,0
"806","Tautogolabrus_adspersus",0,0
"807","Triglops_murrayi",0,0
"808","Urophycis_chuss",0,1.225
"809","Urophycis_tenuis",0,1.378611111
"810","Zoarces_americanus",0,0
"811","Alosa_pseudoharengus",0,0
"812","Amblyraja_radiata",0,0
"813","Argentina_silus",0,0
"814","Benthosema_glaciale",0,0
"815","Centroscyllium_fabricii",0,0
"816","Citharichthys_arctifrons",0,0
"817","Clupea_harengus",4342,24.73
"818","Enchelyopus_cimbrius",0,0
"819","Glyptocephalus_cynoglossus",0,0
"820","Helicolenus_dactylopterus",0,0
"821","Hippoglossus_hippoglossus",0,23.81
"822","Leptoclinus_maculatus",0,0
"823","Leucoraja_erinacea",0,0
"824","Lophius_americanus",0,0
"825","Lumpenus_lampretaeformis",0,0
"826","Melanogrammus_aeglefinus",0,5.975
"827","Merluccius_albidus",0,0
"828","Merluccius_bilinearis",10002,0.552
"829","Myoxocephalus_octodecemspinosus",0,0.128
"830","Notoscopelus_elongatus",0,0
"831","Phycis_chesteri",0,0
"832","Pollachius_virens",0,0
"833","Scomber_scombrus",0,0
"834","Sebastes",9518,0
"835","Squalus_acanthias",0,0
"836","Tautogolabrus_adspersus",0,0
"837","Triglops_murrayi",0,0
"838","Urophycis_chuss",0,0
"839","Urophycis_tenuis",0,0
"840","Zoarces_americanus",0,0
"841","Alosa_pseudoharengus",0,0
"842","Amblyraja_radiata",0,0
"843","Argentina_silus",0,0
"844","Benthosema_glaciale",0,0
"845","Centroscyllium_fabricii",0,0
"846","Citharichthys_arctifrons",0,0
"847","Clupea_harengus",131,0
"848","Enchelyopus_cimbrius",0,0
"849","Glyptocephalus_cynoglossus",0,0
"850","Helicolenus_dactylopterus",0,0
"851","Hippoglossus_hippoglossus",0,6.155882353
"852","Leptoclinus_maculatus",0,0
"853","Leucoraja_erinacea",0,0
"854","Lophius_americanus",0,0.473529412
"855","Lumpenus_lampretaeformis",0,0
"856","Melanogrammus_aeglefinus",0,30.32647059
"857","Merluccius_albidus",0,0
"858","Merluccius_bilinearis",5931,1.811764706
"859","Myoxocephalus_octodecemspinosus",3103,0
"860","Notoscopelus_elongatus",0,0
"861","Phycis_chesteri",0,0
"862","Pollachius_virens",0,0
"863","Scomber_scombrus",0,0
"864","Sebastes",0,0
"865","Squalus_acanthias",0,0
"866","Tautogolabrus_adspersus",0,0
"867","Triglops_murrayi",0,0
"868","Urophycis_chuss",0,0.754558824
"869","Urophycis_tenuis",0,0.254264706
"870","Zoarces_americanus",0,0
"871","Alosa_pseudoharengus",0,0
"872","Amblyraja_radiata",0,0
"873","Argentina_silus",0,0
"874","Benthosema_glaciale",0,0
"875","Centroscyllium_fabricii",0,0
"876","Citharichthys_arctifrons",0,0
"877","Clupea_harengus",0,0
"878","Enchelyopus_cimbrius",0,0
"879","Glyptocephalus_cynoglossus",0,0
"880","Helicolenus_dactylopterus",0,0
"881","Hippoglossus_hippoglossus",9173,1.2228125
"882","Leptoclinus_maculatus",0,0
"883","Leucoraja_erinacea",0,0
"884","Lophius_americanus",0,0
"885","Lumpenus_lampretaeformis",0,0
"886","Melanogrammus_aeglefinus",4078,60.090625
"887","Merluccius_albidus",5914,0
"888","Merluccius_bilinearis",480829,0.25265625
"889","Myoxocephalus_octodecemspinosus",0,0
"890","Notoscopelus_elongatus",0,0
"891","Phycis_chesteri",0,0
"892","Pollachius_virens",0,0
"893","Scomber_scombrus",0,0
"894","Sebastes",0,0
"895","Squalus_acanthias",0,0
"896","Tautogolabrus_adspersus",0,0
"897","Triglops_murrayi",0,0
"898","Urophycis_chuss",0,0
"899","Urophycis_tenuis",0,0
"900","Zoarces_americanus",0,0
"901","Alosa_pseudoharengus",0,0
"902","Amblyraja_radiata",0,0
"903","Argentina_silus",0,0
"904","Benthosema_glaciale",0,0
"905","Centroscyllium_fabricii",0,0
"906","Citharichthys_arctifrons",0,0
"907","Clupea_harengus",0,0.932272727
"908","Enchelyopus_cimbrius",0,0
"909","Glyptocephalus_cynoglossus",0,0.361666667
"910","Helicolenus_dactylopterus",0,0
"911","Hippoglossus_hippoglossus",0,0
"912","Leptoclinus_maculatus",0,0
"913","Leucoraja_erinacea",20178,0
"914","Lophius_americanus",0,0
"915","Lumpenus_lampretaeformis",0,0
"916","Melanogrammus_aeglefinus",0,0
"917","Merluccius_albidus",0,0
"918","Merluccius_bilinearis",2369,0.982121212
"919","Myoxocephalus_octodecemspinosus",2859,1.130606061
"920","Notoscopelus_elongatus",0,0
"921","Phycis_chesteri",0,0
"922","Pollachius_virens",0,0
"923","Scomber_scombrus",5572,0
"924","Sebastes",0,0
"925","Squalus_acanthias",0,0
"926","Tautogolabrus_adspersus",0,0
"927","Triglops_murrayi",0,0.009545455
"928","Urophycis_chuss",0,0
"929","Urophycis_tenuis",0,0
"930","Zoarces_americanus",0,0
"931","Alosa_pseudoharengus",0,0
"932","Amblyraja_radiata",0,0
"933","Argentina_silus",0,0
"934","Benthosema_glaciale",0,0
"935","Centroscyllium_fabricii",0,0
"936","Citharichthys_arctifrons",0,0
"937","Clupea_harengus",237,9.998333333
"938","Enchelyopus_cimbrius",0,0
"939","Glyptocephalus_cynoglossus",2326,0.243833333
"940","Helicolenus_dactylopterus",0,0
"941","Hippoglossus_hippoglossus",6634,7.128333333
"942","Leptoclinus_maculatus",0,0
"943","Leucoraja_erinacea",0,0
"944","Lophius_americanus",0,0
"945","Lumpenus_lampretaeformis",0,0
"946","Melanogrammus_aeglefinus",0,0
"947","Merluccius_albidus",0,0
"948","Merluccius_bilinearis",2601,46.305
"949","Myoxocephalus_octodecemspinosus",0,0.333666667
"950","Notoscopelus_elongatus",0,0
"951","Phycis_chesteri",0,0
"952","Pollachius_virens",0,0
"953","Scomber_scombrus",0,0
"954","Sebastes",0,0.067666667
"955","Squalus_acanthias",0,0
"956","Tautogolabrus_adspersus",0,0
"957","Triglops_murrayi",0,0
"958","Urophycis_chuss",0,0
"959","Urophycis_tenuis",0,0.232166667
"960","Zoarces_americanus",0,0
"961","Alosa_pseudoharengus",0,0
"962","Amblyraja_radiata",0,0
"963","Argentina_silus",0,0
"964","Benthosema_glaciale",0,0
"965","Centroscyllium_fabricii",0,0
"966","Citharichthys_arctifrons",0,0
"967","Clupea_harengus",94,54.5234375
"968","Enchelyopus_cimbrius",14193,0
"969","Glyptocephalus_cynoglossus",0,0
"970","Helicolenus_dactylopterus",0,0
"971","Hippoglossus_hippoglossus",0,0
"972","Leptoclinus_maculatus",0,0
"973","Leucoraja_erinacea",0,0
"974","Lophius_americanus",0,0
"975","Lumpenus_lampretaeformis",0,0
"976","Melanogrammus_aeglefinus",0,0.24609375
"977","Merluccius_albidus",0,0
"978","Merluccius_bilinearis",0,2.2203125
"979","Myoxocephalus_octodecemspinosus",1935,0
"980","Notoscopelus_elongatus",0,0
"981","Phycis_chesteri",0,0
"982","Pollachius_virens",0,0
"983","Scomber_scombrus",0,0
"984","Sebastes",0,0
"985","Squalus_acanthias",0,0
"986","Tautogolabrus_adspersus",0,0
"987","Triglops_murrayi",0,0
"988","Urophycis_chuss",0,0
"989","Urophycis_tenuis",0,0
"990","Zoarces_americanus",0,0
"991","Alosa_pseudoharengus",0,0
"992","Amblyraja_radiata",0,0
"993","Argentina_silus",0,0
"994","Benthosema_glaciale",0,0
"995","Centroscyllium_fabricii",0,0
"996","Citharichthys_arctifrons",0,0.02747093
"997","Clupea_harengus",0,0
"998","Enchelyopus_cimbrius",0,0
"999","Glyptocephalus_cynoglossus",0,0.468023256
"1000","Helicolenus_dactylopterus",0,0
"1001","Hippoglossus_hippoglossus",0,0
"1002","Leptoclinus_maculatus",0,0
"1003","Leucoraja_erinacea",0,0.427325581
"1004","Lophius_americanus",0,6.531976744
"1005","Lumpenus_lampretaeformis",0,0
"1006","Melanogrammus_aeglefinus",0,1.109011628
"1007","Merluccius_albidus",0,0
"1008","Merluccius_bilinearis",8312,1.465116279
"1009","Myoxocephalus_octodecemspinosus",0,0.010174419
"1010","Notoscopelus_elongatus",0,0
"1011","Phycis_chesteri",0,0
"1012","Pollachius_virens",0,0
"1013","Scomber_scombrus",0,0
"1014","Sebastes",0,0.01627907
"1015","Squalus_acanthias",6840,0
"1016","Tautogolabrus_adspersus",0,0
"1017","Triglops_murrayi",0,0
"1018","Urophycis_chuss",0,1.485465116
"1019","Urophycis_tenuis",0,0
"1020","Zoarces_americanus",0,0
"1021","Alosa_pseudoharengus",0,0
"1022","Amblyraja_radiata",0,0
"1023","Argentina_silus",0,0
"1024","Benthosema_glaciale",0,0
"1025","Centroscyllium_fabricii",0,0
"1026","Citharichthys_arctifrons",0,0
"1027","Clupea_harengus",0,0
"1028","Enchelyopus_cimbrius",0,0
"1029","Glyptocephalus_cynoglossus",0,0
"1030","Helicolenus_dactylopterus",0,0
"1031","Hippoglossus_hippoglossus",0,0
"1032","Leptoclinus_maculatus",0,0
"1033","Leucoraja_erinacea",0,0
"1034","Lophius_americanus",0,0
"1035","Lumpenus_lampretaeformis",0,0
"1036","Melanogrammus_aeglefinus",0,8.604494382
"1037","Merluccius_albidus",78,0
"1038","Merluccius_bilinearis",0,0.018679775
"1039","Myoxocephalus_octodecemspinosus",0,0
"1040","Notoscopelus_elongatus",0,0
"1041","Phycis_chesteri",10,0
"1042","Pollachius_virens",0,0
"1043","Scomber_scombrus",0,0
"1044","Sebastes",2851,0
"1045","Squalus_acanthias",1017,0
"1046","Tautogolabrus_adspersus",0,0
"1047","Triglops_murrayi",0,0
"1048","Urophycis_chuss",0,0
"1049","Urophycis_tenuis",0,0
"1050","Zoarces_americanus",0,0
"1051","Alosa_pseudoharengus",0,0
"1052","Amblyraja_radiata",0,0
"1053","Argentina_silus",0,0
"1054","Benthosema_glaciale",0,0
"1055","Centroscyllium_fabricii",0,0
"1056","Citharichthys_arctifrons",0,0
"1057","Clupea_harengus",0,4.552023121
"1058","Enchelyopus_cimbrius",0,0
"1059","Glyptocephalus_cynoglossus",0,0
"1060","Helicolenus_dactylopterus",0,0
"1061","Hippoglossus_hippoglossus",0,0
"1062","Leptoclinus_maculatus",0,0
"1063","Leucoraja_erinacea",0,0
"1064","Lophius_americanus",0,0
"1065","Lumpenus_lampretaeformis",0,0
"1066","Melanogrammus_aeglefinus",0,12.30057803
"1067","Merluccius_albidus",0,0
"1068","Merluccius_bilinearis",4953,8.729768786
"1069","Myoxocephalus_octodecemspinosus",0,0
"1070","Notoscopelus_elongatus",0,0
"1071","Phycis_chesteri",0,0
"1072","Pollachius_virens",0,33.90751445
"1073","Scomber_scombrus",0,0
"1074","Sebastes",0,20.63583815
"1075","Squalus_acanthias",36734,217.3236994
"1076","Tautogolabrus_adspersus",0,0
"1077","Triglops_murrayi",0,0
"1078","Urophycis_chuss",0,1.476878613
"1079","Urophycis_tenuis",0,15.11271676
"1080","Zoarces_americanus",0,0
"1081","Alosa_pseudoharengus",0,0.065116279
"1082","Amblyraja_radiata",0,0
"1083","Argentina_silus",0,0
"1084","Benthosema_glaciale",0,0
"1085","Centroscyllium_fabricii",0,0
"1086","Citharichthys_arctifrons",0,0
"1087","Clupea_harengus",0,0.198401163
"1088","Enchelyopus_cimbrius",11111,0.13125
"1089","Glyptocephalus_cynoglossus",0,2.380813953
"1090","Helicolenus_dactylopterus",0,0
"1091","Hippoglossus_hippoglossus",0,0
"1092","Leptoclinus_maculatus",0,0
"1093","Leucoraja_erinacea",0,0
"1094","Lophius_americanus",0,0
"1095","Lumpenus_lampretaeformis",0,0
"1096","Melanogrammus_aeglefinus",0,0
"1097","Merluccius_albidus",0,0
"1098","Merluccius_bilinearis",0,10.55087209
"1099","Myoxocephalus_octodecemspinosus",0,0
"1100","Notoscopelus_elongatus",0,0
"1101","Phycis_chesteri",0,0
"1102","Pollachius_virens",0,0
"1103","Scomber_scombrus",0,0
"1104","Sebastes",0,0
"1105","Squalus_acanthias",0,0
"1106","Tautogolabrus_adspersus",0,0
"1107","Triglops_murrayi",0,0
"1108","Urophycis_chuss",5,1.577034884
"1109","Urophycis_tenuis",0,3.184593023
"1110","Zoarces_americanus",0,0
"1111","Alosa_pseudoharengus",0,5.394827586
"1112","Amblyraja_radiata",0,0
"1113","Argentina_silus",0,0
"1114","Benthosema_glaciale",0,0
"1115","Centroscyllium_fabricii",0,0
"1116","Citharichthys_arctifrons",0,0
"1117","Clupea_harengus",7,2.514367816
"1118","Enchelyopus_cimbrius",0,0
"1119","Glyptocephalus_cynoglossus",0,0.985632184
"1120","Helicolenus_dactylopterus",0,0
"1121","Hippoglossus_hippoglossus",0,0
"1122","Leptoclinus_maculatus",0,0
"1123","Leucoraja_erinacea",0,0
"1124","Lophius_americanus",0,1.03591954
"1125","Lumpenus_lampretaeformis",0,0
"1126","Melanogrammus_aeglefinus",0,61.57183908
"1127","Merluccius_albidus",0,0
"1128","Merluccius_bilinearis",0,3.514382184
"1129","Myoxocephalus_octodecemspinosus",0,0
"1130","Notoscopelus_elongatus",0,0
"1131","Phycis_chesteri",0,0
"1132","Pollachius_virens",0,0
"1133","Scomber_scombrus",0,0
"1134","Sebastes",0,81.26436782
"1135","Squalus_acanthias",0,0
"1136","Tautogolabrus_adspersus",0,0
"1137","Triglops_murrayi",0,0
"1138","Urophycis_chuss",0,0.030172414
"1139","Urophycis_tenuis",0,0.752298851
"1140","Zoarces_americanus",0,0
"1141","Alosa_pseudoharengus",0,0.278409091
"1142","Amblyraja_radiata",0,0
"1143","Argentina_silus",46,0
"1144","Benthosema_glaciale",0,0
"1145","Centroscyllium_fabricii",0,0
"1146","Citharichthys_arctifrons",0,0
"1147","Clupea_harengus",1149,0.292329545
"1148","Enchelyopus_cimbrius",4,0
"1149","Glyptocephalus_cynoglossus",0,0
"1150","Helicolenus_dactylopterus",0,0
"1151","Hippoglossus_hippoglossus",92,0
"1152","Leptoclinus_maculatus",0,0
"1153","Leucoraja_erinacea",0,8.998579545
"1154","Lophius_americanus",0,0
"1155","Lumpenus_lampretaeformis",0,0
"1156","Melanogrammus_aeglefinus",0,0.1859375
"1157","Merluccius_albidus",0,0
"1158","Merluccius_bilinearis",25,7.636363636
"1159","Myoxocephalus_octodecemspinosus",0,7.258522727
"1160","Notoscopelus_elongatus",0,0
"1161","Phycis_chesteri",0,0
"1162","Pollachius_virens",0,0
"1163","Scomber_scombrus",0,0
"1164","Sebastes",0,0
"1165","Squalus_acanthias",0,0
"1166","Tautogolabrus_adspersus",0,0.509090909
"1167","Triglops_murrayi",0,0
"1168","Urophycis_chuss",0,3.509943182
"1169","Urophycis_tenuis",87,0.924715909
"1170","Zoarces_americanus",0,0
"1171","Alosa_pseudoharengus",0,0
"1172","Amblyraja_radiata",0,0
"1173","Argentina_silus",0,0
"1174","Benthosema_glaciale",0,0
"1175","Centroscyllium_fabricii",0,0
"1176","Citharichthys_arctifrons",0,0
"1177","Clupea_harengus",94,7.04
"1178","Enchelyopus_cimbrius",0,0.011
"1179","Glyptocephalus_cynoglossus",0,0
"1180","Helicolenus_dactylopterus",0,1.104
"1181","Hippoglossus_hippoglossus",0,0
"1182","Leptoclinus_maculatus",0,0
"1183","Leucoraja_erinacea",0,0
"1184","Lophius_americanus",0,0.746
"1185","Lumpenus_lampretaeformis",0,0
"1186","Melanogrammus_aeglefinus",0,8.54
"1187","Merluccius_albidus",0,0
"1188","Merluccius_bilinearis",0,13.35
"1189","Myoxocephalus_octodecemspinosus",0,0
"1190","Notoscopelus_elongatus",0,0
"1191","Phycis_chesteri",0,0
"1192","Pollachius_virens",0,34.02
"1193","Scomber_scombrus",0,0
"1194","Sebastes",0,1.46
"1195","Squalus_acanthias",35139,0
"1196","Tautogolabrus_adspersus",0,0
"1197","Triglops_murrayi",0,0
"1198","Urophycis_chuss",0,1.94
"1199","Urophycis_tenuis",0,34.59
"1200","Zoarces_americanus",0,0
"1201","Alosa_pseudoharengus",0,0
"1202","Amblyraja_radiata",0,0
"1203","Argentina_silus",0,0
"1204","Benthosema_glaciale",0,0
"1205","Centroscyllium_fabricii",0,0
"1206","Citharichthys_arctifrons",0,0
"1207","Clupea_harengus",0,5.39
"1208","Enchelyopus_cimbrius",0,0
"1209","Glyptocephalus_cynoglossus",0,0
"1210","Helicolenus_dactylopterus",0,0
"1211","Hippoglossus_hippoglossus",0,0
"1212","Leptoclinus_maculatus",0,0
"1213","Leucoraja_erinacea",0,0
"1214","Lophius_americanus",0,0
"1215","Lumpenus_lampretaeformis",0,0
"1216","Melanogrammus_aeglefinus",0,8.66
"1217","Merluccius_albidus",0,0
"1218","Merluccius_bilinearis",5203,11.92
"1219","Myoxocephalus_octodecemspinosus",0,0
"1220","Notoscopelus_elongatus",0,0
"1221","Phycis_chesteri",0,0
"1222","Pollachius_virens",0,5.81
"1223","Scomber_scombrus",0,0
"1224","Sebastes",6616,3.54
"1225","Squalus_acanthias",3752,11.35
"1226","Tautogolabrus_adspersus",0,0
"1227","Triglops_murrayi",0,0
"1228","Urophycis_chuss",0,2.14
"1229","Urophycis_tenuis",0,15.3
"1230","Zoarces_americanus",0,0
"1231","Alosa_pseudoharengus",0,0
"1232","Amblyraja_radiata",0,0
"1233","Argentina_silus",0,0
"1234","Benthosema_glaciale",0,0
"1235","Centroscyllium_fabricii",0,0
"1236","Citharichthys_arctifrons",0,0
"1237","Clupea_harengus",0,0.554166667
"1238","Enchelyopus_cimbrius",0,0
"1239","Glyptocephalus_cynoglossus",0,0
"1240","Helicolenus_dactylopterus",0,1.184166667
"1241","Hippoglossus_hippoglossus",0,0
"1242","Leptoclinus_maculatus",0,0
"1243","Leucoraja_erinacea",0,0
"1244","Lophius_americanus",0,4.375
"1245","Lumpenus_lampretaeformis",0,0
"1246","Melanogrammus_aeglefinus",0,5.259722222
"1247","Merluccius_albidus",0,0
"1248","Merluccius_bilinearis",0,2.206944444
"1249","Myoxocephalus_octodecemspinosus",1,0
"1250","Notoscopelus_elongatus",0,0
"1251","Phycis_chesteri",0,0
"1252","Pollachius_virens",0,7.427777778
"1253","Scomber_scombrus",0,0
"1254","Sebastes",0,48.20277778
"1255","Squalus_acanthias",445,30.95555556
"1256","Tautogolabrus_adspersus",0,0
"1257","Triglops_murrayi",0,0
"1258","Urophycis_chuss",0,0.268333333
"1259","Urophycis_tenuis",0,14.71944444
"1260","Zoarces_americanus",0,0
"1261","Alosa_pseudoharengus",0,0
"1262","Amblyraja_radiata",0,0
"1263","Argentina_silus",0,0
"1264","Benthosema_glaciale",0,0
"1265","Centroscyllium_fabricii",0,0
"1266","Citharichthys_arctifrons",0,0
"1267","Clupea_harengus",0,1.297752809
"1268","Enchelyopus_cimbrius",0,0
"1269","Glyptocephalus_cynoglossus",0,0
"1270","Helicolenus_dactylopterus",0,0
"1271","Hippoglossus_hippoglossus",0,0
"1272","Leptoclinus_maculatus",0,0
"1273","Leucoraja_erinacea",0,0
"1274","Lophius_americanus",0,3.037921348
"1275","Lumpenus_lampretaeformis",0,0
"1276","Melanogrammus_aeglefinus",0,17.73595506
"1277","Merluccius_albidus",0,0
"1278","Merluccius_bilinearis",0,0.816011236
"1279","Myoxocephalus_octodecemspinosus",0,0
"1280","Notoscopelus_elongatus",0,0
"1281","Phycis_chesteri",0,0
"1282","Pollachius_virens",0,0
"1283","Scomber_scombrus",0,0
"1284","Sebastes",10864,14.01573034
"1285","Squalus_acanthias",5507,22.33707865
"1286","Tautogolabrus_adspersus",0,0
"1287","Triglops_murrayi",0,0
"1288","Urophycis_chuss",0,0
"1289","Urophycis_tenuis",0,11.06039326
"1290","Zoarces_americanus",0,0
"1291","Alosa_pseudoharengus",0,0
"1292","Amblyraja_radiata",0,0
"1293","Argentina_silus",0,0
"1294","Benthosema_glaciale",0,0
"1295","Centroscyllium_fabricii",0,0
"1296","Citharichthys_arctifrons",0,0
"1297","Clupea_harengus",0,0.586705202
"1298","Enchelyopus_cimbrius",0,0
"1299","Glyptocephalus_cynoglossus",0,0
"1300","Helicolenus_dactylopterus",9543,6.797687861
"1301","Hippoglossus_hippoglossus",0,0
"1302","Leptoclinus_maculatus",0,0
"1303","Leucoraja_erinacea",0,0
"1304","Lophius_americanus",0,0
"1305","Lumpenus_lampretaeformis",0,0
"1306","Melanogrammus_aeglefinus",0,12.21965318
"1307","Merluccius_albidus",0,0
"1308","Merluccius_bilinearis",7878,25.93641618
"1309","Myoxocephalus_octodecemspinosus",0,0
"1310","Notoscopelus_elongatus",0,0
"1311","Phycis_chesteri",0,0
"1312","Pollachius_virens",0,32.00578035
"1313","Scomber_scombrus",0,0
"1314","Sebastes",0,0.137572254
"1315","Squalus_acanthias",251,11.82514451
"1316","Tautogolabrus_adspersus",0,0
"1317","Triglops_murrayi",0,0
"1318","Urophycis_chuss",0,0.428901734
"1319","Urophycis_tenuis",0,9.033236994
"1320","Zoarces_americanus",0,0
"1321","Alosa_pseudoharengus",0,0
"1322","Amblyraja_radiata",0,0
"1323","Argentina_silus",0,0.797443182
"1324","Benthosema_glaciale",0,0
"1325","Centroscyllium_fabricii",0,0
"1326","Citharichthys_arctifrons",0,0
"1327","Clupea_harengus",20,0
"1328","Enchelyopus_cimbrius",0,0
"1329","Glyptocephalus_cynoglossus",0,0.427556818
"1330","Helicolenus_dactylopterus",0,78.04403409
"1331","Hippoglossus_hippoglossus",0,0
"1332","Leptoclinus_maculatus",0,0
"1333","Leucoraja_erinacea",0,0
"1334","Lophius_americanus",0,0
"1335","Lumpenus_lampretaeformis",0,0
"1336","Melanogrammus_aeglefinus",0,1.292613636
"1337","Merluccius_albidus",0,0
"1338","Merluccius_bilinearis",0,2.724431818
"1339","Myoxocephalus_octodecemspinosus",0,0
"1340","Notoscopelus_elongatus",0,0
"1341","Phycis_chesteri",0,0
"1342","Pollachius_virens",0,13.16477273
"1343","Scomber_scombrus",0,0
"1344","Sebastes",0,0.013920455
"1345","Squalus_acanthias",3943,1.638636364
"1346","Tautogolabrus_adspersus",0,0
"1347","Triglops_murrayi",0,0
"1348","Urophycis_chuss",14,0.725852273
"1349","Urophycis_tenuis",0,0
"1350","Zoarces_americanus",0,0
"1351","Alosa_pseudoharengus",0,0
"1352","Amblyraja_radiata",0,6.155172414
"1353","Argentina_silus",0,0.279597701
"1354","Benthosema_glaciale",74645,0
"1355","Centroscyllium_fabricii",0,0
"1356","Citharichthys_arctifrons",0,0
"1357","Clupea_harengus",0,0
"1358","Enchelyopus_cimbrius",0,0
"1359","Glyptocephalus_cynoglossus",0,0
"1360","Helicolenus_dactylopterus",0,11.73706897
"1361","Hippoglossus_hippoglossus",0,0
"1362","Leptoclinus_maculatus",0,0
"1363","Leucoraja_erinacea",0,0
"1364","Lophius_americanus",0,0
"1365","Lumpenus_lampretaeformis",0,0
"1366","Melanogrammus_aeglefinus",0,1.295402299
"1367","Merluccius_albidus",0,0
"1368","Merluccius_bilinearis",0,0.221264368
"1369","Myoxocephalus_octodecemspinosus",0,0
"1370","Notoscopelus_elongatus",0,0
"1371","Phycis_chesteri",0,0
"1372","Pollachius_virens",3059,89.8433908
"1373","Scomber_scombrus",0,0
"1374","Sebastes",0,21.22126437
"1375","Squalus_acanthias",534,52.03735632
"1376","Tautogolabrus_adspersus",0,0
"1377","Triglops_murrayi",0,0
"1378","Urophycis_chuss",0,0
"1379","Urophycis_tenuis",0,12.29022989
"1380","Zoarces_americanus",0,0
"1381","Alosa_pseudoharengus",0,0
"1382","Amblyraja_radiata",0,0
"1383","Argentina_silus",0,0
"1384","Benthosema_glaciale",10282,0
"1385","Centroscyllium_fabricii",0,0
"1386","Citharichthys_arctifrons",0,0.028
"1387","Clupea_harengus",0,4
"1388","Enchelyopus_cimbrius",0,0
"1389","Glyptocephalus_cynoglossus",0,0
"1390","Helicolenus_dactylopterus",0,0
"1391","Hippoglossus_hippoglossus",0,0
"1392","Leptoclinus_maculatus",0,0
"1393","Leucoraja_erinacea",0,0
"1394","Lophius_americanus",0,0
"1395","Lumpenus_lampretaeformis",0,0
"1396","Melanogrammus_aeglefinus",0,361.643
"1397","Merluccius_albidus",0,0
"1398","Merluccius_bilinearis",0,28.3
