"","Taxa","eDNA_16S","verts_count"
"745","Glyptocephalus cynoglossus",0,0.972222222
"746","Helicolenus dactylopterus",7976,535.6944444
"747","Hippoglossoides platessoides",0,0
"748","Hippoglossus hippoglossus",0,0
"749","Leptoclinus maculatus",0,0
"750","Leucoraja erinacea",0,0
"751","Lophius americanus",0,0
"752","Lumpenus lampretaeformis",0,0
"753","Melanogrammus aeglefinus",0,14.58333333
"754","Merluccius albidus",453549,1.944444444
"755","Merluccius bilinearis",134850,27.22222222
"756","Myoxocephalus octodecemspinosus",0,0
"757","Notoscopelus elongatus",3402,0
"758","Phycis chesteri",0,0
"759","Pollachius virens",0,1.944444444
"760","Pseudopleuronectes americanus",0,0
"761","Scomber scombrus",0,0
"762","Sebastes g.",0,220.6944444
"763","Squalus acanthias",0,0
"764","Tautogolabrus adspersus",0,0
"765","Triglops murrayi",0,0
"766","Urophycis chuss",2438,0
"767","Urophycis tenuis",0,5.833333333
"768","Zoarces americanus",0,0
"769","Alosa pseudoharengus",0,0
"770","Amblyraja radiata",0,0
"771","Argentina silus",0,0
"772","Benthosema glaciale",0,0.972222222
"773","Centroscyllium fabricii",0,0
"774","Citharichthys arctifrons",0,0
"775","Clupea harengus",0,0.972222222
"776","Enchelyopus cimbrius",30973,0
"777","Glyptocephalus cynoglossus",0,0.972222222
"778","Helicolenus dactylopterus",0,0
"779","Hippoglossoides platessoides",0,0
"780","Hippoglossus hippoglossus",0,0
"781","Leptoclinus maculatus",0,0
"782","Leucoraja erinacea",0,0
"783","Lophius americanus",0,1.944444444
"784","Lumpenus lampretaeformis",0,0
"785","Melanogrammus aeglefinus",0,6.805555556
"786","Merluccius albidus",0,0.972222222
"787","Merluccius bilinearis",9485,18.47222222
"788","Myoxocephalus octodecemspinosus",0,0
"789","Notoscopelus elongatus",0,0
"790","Phycis chesteri",0,0
"791","Pollachius virens",0,0
"792","Pseudopleuronectes americanus",0,0
"793","Scomber scombrus",2968,0
"794","Sebastes g.",0,14.58333333
"795","Squalus acanthias",0,0
"796","Tautogolabrus adspersus",0,0
"797","Triglops murrayi",0,0
"798","Urophycis chuss",0,12.63888889
"799","Urophycis tenuis",0,0
"800","Zoarces americanus",0,0
"801","Alosa pseudoharengus",1213,0
"802","Amblyraja radiata",0,0
"803","Argentina silus",32743,0
"804","Benthosema glaciale",0,0
"805","Centroscyllium fabricii",0,0
"806","Citharichthys arctifrons",0,1.029411765
"807","Clupea harengus",0,19.55882353
"808","Enchelyopus cimbrius",14792,0
"809","Glyptocephalus cynoglossus",0,1.029411765
"810","Helicolenus dactylopterus",2712,0
"811","Hippoglossoides platessoides",0,2.058823529
"812","Hippoglossus hippoglossus",60894,0
"813","Leptoclinus maculatus",0,0
"814","Leucoraja erinacea",0,0
"815","Lophius americanus",0,1.029411765
"816","Lumpenus lampretaeformis",0,0
"817","Melanogrammus aeglefinus",142139,1.029411765
"818","Merluccius albidus",0,0
"819","Merluccius bilinearis",159228,237.7941176
"820","Myoxocephalus octodecemspinosus",0,1.029411765
"821","Notoscopelus elongatus",0,0
"822","Phycis chesteri",0,0
"823","Pollachius virens",0,3.088235294
"824","Pseudopleuronectes americanus",0,0
"825","Scomber scombrus",16784,3.088235294
"826","Sebastes g.",43277,18.52941176
"827","Squalus acanthias",735,0
"828","Tautogolabrus adspersus",0,0
"829","Triglops murrayi",0,0
"830","Urophycis chuss",0,12.35294118
"831","Urophycis tenuis",52315,10.29411765
"832","Zoarces americanus",0,1.029411765
"833","Alosa pseudoharengus",0,0
"834","Amblyraja radiata",0,0
"835","Argentina silus",0,0
"836","Benthosema glaciale",0,0
"837","Centroscyllium fabricii",0,0
"838","Citharichthys arctifrons",0,2.916666667
"839","Clupea harengus",4820,38.88888889
"840","Enchelyopus cimbrius",0,0
"841","Glyptocephalus cynoglossus",0,5.833333333
"842","Helicolenus dactylopterus",0,0
"843","Hippoglossoides platessoides",0,0
"844","Hippoglossus hippoglossus",0,0
"845","Leptoclinus maculatus",0,0
"846","Leucoraja erinacea",0,0
"847","Lophius americanus",0,1.944444444
"848","Lumpenus lampretaeformis",0,0
"849","Melanogrammus aeglefinus",0,6.805555556
"850","Merluccius albidus",0,0
"851","Merluccius bilinearis",992,115.6944444
"852","Myoxocephalus octodecemspinosus",0,0.972222222
"853","Notoscopelus elongatus",0,0
"854","Phycis chesteri",0,0
"855","Pollachius virens",0,0
"856","Pseudopleuronectes americanus",0,0
"857","Scomber scombrus",0,0
"858","Sebastes g.",0,0
"859","Squalus acanthias",0,0
"860","Tautogolabrus adspersus",0,0
"861","Triglops murrayi",0,0
"862","Urophycis chuss",0,13.61111111
"863","Urophycis tenuis",0,2.916666667
"864","Zoarces americanus",0,0
"865","Alosa pseudoharengus",0,0
"866","Amblyraja radiata",0,0
"867","Argentina silus",0,0
"868","Benthosema glaciale",0,0
"869","Centroscyllium fabricii",0,0
"870","Citharichthys arctifrons",0,0
"871","Clupea harengus",4342,133
"872","Enchelyopus cimbrius",0,0
"873","Glyptocephalus cynoglossus",0,0
"874","Helicolenus dactylopterus",0,0
"875","Hippoglossoides platessoides",0,0
"876","Hippoglossus hippoglossus",0,2
"877","Leptoclinus maculatus",0,0
"878","Leucoraja erinacea",0,0
"879","Lophius americanus",0,0
"880","Lumpenus lampretaeformis",0,0
"881","Melanogrammus aeglefinus",0,33
"882","Merluccius albidus",0,0
"883","Merluccius bilinearis",10002,5
"884","Myoxocephalus octodecemspinosus",0,1
"885","Notoscopelus elongatus",0,0
"886","Phycis chesteri",0,0
"887","Pollachius virens",0,0
"888","Pseudopleuronectes americanus",0,4
"889","Scomber scombrus",0,0
"890","Sebastes g.",9518,0
"891","Squalus acanthias",0,0
"892","Tautogolabrus adspersus",0,0
"893","Triglops murrayi",0,0
"894","Urophycis chuss",0,0
"895","Urophycis tenuis",0,0
"896","Zoarces americanus",0,0
"897","Alosa pseudoharengus",0,0
"898","Amblyraja radiata",0,0
"899","Argentina silus",0,0
"900","Benthosema glaciale",0,0
"901","Centroscyllium fabricii",0,0
"902","Citharichthys arctifrons",0,0
"903","Clupea harengus",131,0
"904","Enchelyopus cimbrius",0,0
"905","Glyptocephalus cynoglossus",0,0
"906","Helicolenus dactylopterus",0,0
"907","Hippoglossoides platessoides",5719,0
"908","Hippoglossus hippoglossus",0,1.029411765
"909","Leptoclinus maculatus",0,0
"910","Leucoraja erinacea",0,0
"911","Lophius americanus",0,2.058823529
"912","Lumpenus lampretaeformis",0,0
"913","Melanogrammus aeglefinus",0,122.5
"914","Merluccius albidus",0,0
"915","Merluccius bilinearis",5931,11.32352941
"916","Myoxocephalus octodecemspinosus",3103,0
"917","Notoscopelus elongatus",0,0
"918","Phycis chesteri",0,0
"919","Pollachius virens",0,0
"920","Pseudopleuronectes americanus",40924,2.058823529
"921","Scomber scombrus",0,0
"922","Sebastes g.",0,0
"923","Squalus acanthias",0,0
"924","Tautogolabrus adspersus",0,0
"925","Triglops murrayi",0,0
"926","Urophycis chuss",0,3.088235294
"927","Urophycis tenuis",0,1.029411765
"928","Zoarces americanus",0,0
"929","Alosa pseudoharengus",0,0
"930","Amblyraja radiata",0,0
"931","Argentina silus",0,0
"932","Benthosema glaciale",0,0
"933","Centroscyllium fabricii",0,0
"934","Citharichthys arctifrons",0,0
"935","Clupea harengus",0,0
"936","Enchelyopus cimbrius",0,0
"937","Glyptocephalus cynoglossus",0,0
"938","Helicolenus dactylopterus",0,0
"939","Hippoglossoides platessoides",2068,0
"940","Hippoglossus hippoglossus",9173,1.09375
"941","Leptoclinus maculatus",0,0
"942","Leucoraja erinacea",0,0
"943","Lophius americanus",0,0
"944","Lumpenus lampretaeformis",0,0
"945","Melanogrammus aeglefinus",4078,219.84375
"946","Merluccius albidus",5914,0
"947","Merluccius bilinearis",480829,5.46875
"948","Myoxocephalus octodecemspinosus",0,0
"949","Notoscopelus elongatus",0,0
"950","Phycis chesteri",0,0
"951","Pollachius virens",0,0
"952","Pseudopleuronectes americanus",0,0
"953","Scomber scombrus",0,0
"954","Sebastes g.",0,0
"955","Squalus acanthias",0,0
"956","Tautogolabrus adspersus",0,0
"957","Triglops murrayi",0,0
"958","Urophycis chuss",0,0
"959","Urophycis tenuis",0,0
"960","Zoarces americanus",0,0
"961","Alosa pseudoharengus",0,0
"962","Amblyraja radiata",0,0
"963","Argentina silus",0,0
"964","Benthosema glaciale",0,0
"965","Centroscyllium fabricii",0,0
"966","Citharichthys arctifrons",0,0
"967","Clupea harengus",0,4.242424242
"968","Enchelyopus cimbrius",0,0
"969","Glyptocephalus cynoglossus",0,2.121212121
"970","Helicolenus dactylopterus",0,0
"971","Hippoglossoides platessoides",0,9.545454545
"972","Hippoglossus hippoglossus",0,0
"973","Leptoclinus maculatus",0,0
"974","Leucoraja erinacea",20178,0
"975","Lophius americanus",0,0
"976","Lumpenus lampretaeformis",0,0
"977","Melanogrammus aeglefinus",0,0
"978","Merluccius albidus",0,0
"979","Merluccius bilinearis",2369,13.78787879
"980","Myoxocephalus octodecemspinosus",2859,12.72727273
"981","Notoscopelus elongatus",0,0
"982","Phycis chesteri",0,0
"983","Pollachius virens",0,0
"984","Pseudopleuronectes americanus",1980,0
"985","Scomber scombrus",5572,0
"986","Sebastes g.",0,0
"987","Squalus acanthias",0,0
"988","Tautogolabrus adspersus",0,0
"989","Triglops murrayi",0,1.060606061
"990","Urophycis chuss",0,0
"991","Urophycis tenuis",0,0
"992","Zoarces americanus",0,0
"993","Alosa pseudoharengus",0,0
"994","Amblyraja radiata",0,0
"995","Argentina silus",0,0
"996","Benthosema glaciale",0,0
"997","Centroscyllium fabricii",0,0
"998","Citharichthys arctifrons",0,0
"999","Clupea harengus",237,57.16666667
"1000","Enchelyopus cimbrius",0,0
"1001","Glyptocephalus cynoglossus",2326,3.5
"1002","Helicolenus dactylopterus",0,0
"1003","Hippoglossoides platessoides",853,0
"1004","Hippoglossus hippoglossus",6634,3.5
"1005","Leptoclinus maculatus",0,0
"1006","Leucoraja erinacea",0,0
"1007","Lophius americanus",0,0
"1008","Lumpenus lampretaeformis",0,0
"1009","Melanogrammus aeglefinus",0,0
"1010","Merluccius albidus",0,0
"1011","Merluccius bilinearis",2601,519.1666667
"1012","Myoxocephalus octodecemspinosus",0,3.5
"1013","Notoscopelus elongatus",0,0
"1014","Phycis chesteri",0,0
"1015","Pollachius virens",0,0
"1016","Pseudopleuronectes americanus",0,0
"1017","Scomber scombrus",0,0
"1018","Sebastes g.",0,1.166666667
"1019","Squalus acanthias",0,0
"1020","Tautogolabrus adspersus",0,0
"1021","Triglops murrayi",0,0
"1022","Urophycis chuss",0,0
"1023","Urophycis tenuis",0,1.166666667
"1024","Zoarces americanus",0,0
"1025","Alosa pseudoharengus",0,0
"1026","Amblyraja radiata",0,0
"1027","Argentina silus",0,0
"1028","Benthosema glaciale",0,0
"1029","Centroscyllium fabricii",0,0
"1030","Citharichthys arctifrons",0,0
"1031","Clupea harengus",94,287.65625
"1032","Enchelyopus cimbrius",14193,0
"1033","Glyptocephalus cynoglossus",0,0
"1034","Helicolenus dactylopterus",0,0
"1035","Hippoglossoides platessoides",0,5.46875
"1036","Hippoglossus hippoglossus",0,0
"1037","Leptoclinus maculatus",0,0
"1038","Leucoraja erinacea",0,0
"1039","Lophius americanus",0,0
"1040","Lumpenus lampretaeformis",0,0
"1041","Melanogrammus aeglefinus",0,1.09375
"1042","Merluccius albidus",0,0
"1043","Merluccius bilinearis",0,22.96875
"1044","Myoxocephalus octodecemspinosus",1935,0
"1045","Notoscopelus elongatus",0,0
"1046","Phycis chesteri",0,0
"1047","Pollachius virens",0,0
"1048","Pseudopleuronectes americanus",0,0
"1049","Scomber scombrus",0,0
"1050","Sebastes g.",0,0
"1051","Squalus acanthias",0,0
"1052","Tautogolabrus adspersus",0,0
"1053","Triglops murrayi",0,0
"1054","Urophycis chuss",0,0
"1055","Urophycis tenuis",0,0
"1056","Zoarces americanus",0,0
"1057","Alosa pseudoharengus",0,0
"1058","Amblyraja radiata",0,0
"1059","Argentina silus",0,0
"1060","Benthosema glaciale",0,0
"1061","Centroscyllium fabricii",0,0
"1062","Citharichthys arctifrons",0,1.01744186
"1063","Clupea harengus",0,0
"1064","Enchelyopus cimbrius",0,0
"1065","Glyptocephalus cynoglossus",0,1.01744186
"1066","Helicolenus dactylopterus",0,0
"1067","Hippoglossoides platessoides",0,0
"1068","Hippoglossus hippoglossus",0,0
"1069","Leptoclinus maculatus",0,0
"1070","Leucoraja erinacea",0,1.01744186
"1071","Lophius americanus",0,3.052325581
"1072","Lumpenus lampretaeformis",0,0
"1073","Melanogrammus aeglefinus",0,11.19186047
"1074","Merluccius albidus",0,0
"1075","Merluccius bilinearis",8312,32.55813953
"1076","Myoxocephalus octodecemspinosus",0,1.01744186
"1077","Notoscopelus elongatus",0,0
"1078","Phycis chesteri",0,0
"1079","Pollachius virens",0,0
"1080","Pseudopleuronectes americanus",0,6.104651163
"1081","Scomber scombrus",0,0
"1082","Sebastes g.",0,5.087209302
"1083","Squalus acanthias",6840,0
"1084","Tautogolabrus adspersus",0,0
"1085","Triglops murrayi",0,0
"1086","Urophycis chuss",0,9.156976744
"1087","Urophycis tenuis",0,0
"1088","Zoarces americanus",0,0
"1089","Alosa pseudoharengus",0,0
"1090","Amblyraja radiata",0,0
"1091","Argentina silus",0,0
"1092","Benthosema glaciale",0,0
"1093","Centroscyllium fabricii",0,0
"1094","Citharichthys arctifrons",0,0
"1095","Clupea harengus",0,0
"1096","Enchelyopus cimbrius",0,0
"1097","Glyptocephalus cynoglossus",0,0
"1098","Helicolenus dactylopterus",0,0
"1099","Hippoglossoides platessoides",0,0
"1100","Hippoglossus hippoglossus",0,0
"1101","Leptoclinus maculatus",0,0
"1102","Leucoraja erinacea",0,0
"1103","Lophius americanus",0,0
"1104","Lumpenus lampretaeformis",0,0
"1105","Melanogrammus aeglefinus",0,170.0842697
"1106","Merluccius albidus",78,0
"1107","Merluccius bilinearis",0,0.983146067
"1108","Myoxocephalus octodecemspinosus",0,0
"1109","Notoscopelus elongatus",0,0
"1110","Phycis chesteri",10,0
"1111","Pollachius virens",0,0
"1112","Pseudopleuronectes americanus",0,0
"1113","Scomber scombrus",0,0
"1114","Sebastes g.",2851,0
"1115","Squalus acanthias",1017,0
"1116","Tautogolabrus adspersus",0,0
"1117","Triglops murrayi",0,0
"1118","Urophycis chuss",0,0
"1119","Urophycis tenuis",0,0
"1120","Zoarces americanus",0,0
"1121","Alosa pseudoharengus",0,0
"1122","Amblyraja radiata",0,0
"1123","Argentina silus",0,0
"1124","Benthosema glaciale",0,0
"1125","Centroscyllium fabricii",0,0
"1126","Citharichthys arctifrons",0,0
"1127","Clupea harengus",0,24.27745665
"1128","Enchelyopus cimbrius",0,0
"1129","Glyptocephalus cynoglossus",0,0
"1130","Helicolenus dactylopterus",0,0
"1131","Hippoglossoides platessoides",0,0
"1132","Hippoglossus hippoglossus",0,0
"1133","Leptoclinus maculatus",0,0
"1134","Leucoraja erinacea",0,0
"1135","Lophius americanus",0,0
"1136","Lumpenus lampretaeformis",0,0
"1137","Melanogrammus aeglefinus",0,14.16184971
"1138","Merluccius albidus",0,0
"1139","Merluccius bilinearis",4953,184.1040462
"1140","Myoxocephalus octodecemspinosus",0,0
"1141","Notoscopelus elongatus",0,0
"1142","Phycis chesteri",0,0
"1143","Pollachius virens",0,24.27745665
"1144","Pseudopleuronectes americanus",0,0
"1145","Scomber scombrus",0,0
"1146","Sebastes g.",0,74.85549133
"1147","Squalus acanthias",36734,147.6878613
"1148","Tautogolabrus adspersus",0,0
"1149","Triglops murrayi",0,0
"1150","Urophycis chuss",0,9.104046243
"1151","Urophycis tenuis",0,9.104046243
"1152","Zoarces americanus",0,0
"1153","Alosa pseudoharengus",0,1.01744186
"1154","Amblyraja radiata",0,0
"1155","Argentina silus",0,0
"1156","Benthosema glaciale",0,0
"1157","Centroscyllium fabricii",0,0
"1158","Citharichthys arctifrons",0,0
"1159","Clupea harengus",0,15.26162791
"1160","Enchelyopus cimbrius",11111,3.052325581
"1161","Glyptocephalus cynoglossus",0,7.122093023
"1162","Helicolenus dactylopterus",0,0
"1163","Hippoglossoides platessoides",0,1.01744186
"1164","Hippoglossus hippoglossus",0,0
"1165","Leptoclinus maculatus",0,0
"1166","Leucoraja erinacea",0,0
"1167","Lophius americanus",0,0
"1168","Lumpenus lampretaeformis",0,0
"1169","Melanogrammus aeglefinus",0,0
"1170","Merluccius albidus",0,0
"1171","Merluccius bilinearis",0,293.0232558
"1172","Myoxocephalus octodecemspinosus",0,0
"1173","Notoscopelus elongatus",0,0
"1174","Phycis chesteri",0,0
"1175","Pollachius virens",0,0
"1176","Pseudopleuronectes americanus",0,0
"1177","Scomber scombrus",0,0
"1178","Sebastes g.",0,0
"1179","Squalus acanthias",0,0
"1180","Tautogolabrus adspersus",0,0
"1181","Triglops murrayi",0,0
"1182","Urophycis chuss",5,11.19186047
"1183","Urophycis tenuis",0,13.22674419
"1184","Zoarces americanus",0,0
"1185","Alosa pseudoharengus",0,31.17816092
"1186","Amblyraja radiata",0,0
"1187","Argentina silus",0,0
"1188","Benthosema glaciale",0,0
"1189","Centroscyllium fabricii",0,0
"1190","Citharichthys arctifrons",0,0
"1191","Clupea harengus",7,32.18390805
"1192","Enchelyopus cimbrius",0,0
"1193","Glyptocephalus cynoglossus",0,3.017241379
"1194","Helicolenus dactylopterus",0,0
"1195","Hippoglossoides platessoides",0,0
"1196","Hippoglossus hippoglossus",0,0
"1197","Leptoclinus maculatus",0,0
"1198","Leucoraja erinacea",0,0
"1199","Lophius americanus",0,2.011494253
"1200","Lumpenus lampretaeformis",0,0
"1201","Melanogrammus aeglefinus",0,84.48275862
"1202","Merluccius albidus",0,0
"1203","Merluccius bilinearis",0,84.48275862
"1204","Myoxocephalus octodecemspinosus",0,0
"1205","Notoscopelus elongatus",0,0
"1206","Phycis chesteri",0,0
"1207","Pollachius virens",0,0
"1208","Pseudopleuronectes americanus",0,0
"1209","Scomber scombrus",0,0
"1210","Sebastes g.",0,265.5172414
"1211","Squalus acanthias",0,0
"1212","Tautogolabrus adspersus",0,0
"1213","Triglops murrayi",0,0
"1214","Urophycis chuss",0,1.005747126
"1215","Urophycis tenuis",0,4.022988506
"1216","Zoarces americanus",0,0
"1217","Alosa pseudoharengus",0,1.988636364
"1218","Amblyraja radiata",0,0
"1219","Argentina silus",46,0
"1220","Benthosema glaciale",0,0
"1221","Centroscyllium fabricii",0,0
"1222","Citharichthys arctifrons",0,0
"1223","Clupea harengus",1149,1.988636364
"1224","Enchelyopus cimbrius",4,0
"1225","Glyptocephalus cynoglossus",0,0
"1226","Helicolenus dactylopterus",0,0
"1227","Hippoglossoides platessoides",49,0
"1228","Hippoglossus hippoglossus",92,0
"1229","Leptoclinus maculatus",0,0
"1230","Leucoraja erinacea",0,15.90909091
"1231","Lophius americanus",0,0
"1232","Lumpenus lampretaeformis",0,0
"1233","Melanogrammus aeglefinus",0,8.948863636
"1234","Merluccius albidus",0,0
"1235","Merluccius bilinearis",25,221.7329545
"1236","Myoxocephalus octodecemspinosus",0,92.47159091
"1237","Notoscopelus elongatus",0,0
"1238","Phycis chesteri",0,0
"1239","Pollachius virens",0,0
"1240","Pseudopleuronectes americanus",3695,64.63068182
"1241","Scomber scombrus",0,0
"1242","Sebastes g.",0,0
"1243","Squalus acanthias",0,0
"1244","Tautogolabrus adspersus",0,0.994318182
"1245","Triglops murrayi",0,0
"1246","Urophycis chuss",0,108.3806818
"1247","Urophycis tenuis",87,2.982954545
"1248","Zoarces americanus",0,0
"1249","Alosa pseudoharengus",0,0
"1250","Amblyraja radiata",0,0
"1251","Argentina silus",0,0
"1252","Benthosema glaciale",0,0
"1253","Centroscyllium fabricii",0,0
"1254","Citharichthys arctifrons",0,0
"1255","Clupea harengus",94,40
"1256","Enchelyopus cimbrius",0,1
"1257","Glyptocephalus cynoglossus",0,0
"1258","Helicolenus dactylopterus",0,2
"1259","Hippoglossoides platessoides",0,0
"1260","Hippoglossus hippoglossus",0,0
"1261","Leptoclinus maculatus",0,0
"1262","Leucoraja erinacea",0,0
"1263","Lophius americanus",0,2
"1264","Lumpenus lampretaeformis",0,0
"1265","Melanogrammus aeglefinus",0,8
"1266","Merluccius albidus",0,0
"1267","Merluccius bilinearis",0,265
"1268","Myoxocephalus octodecemspinosus",0,0
"1269","Notoscopelus elongatus",0,0
"1270","Phycis chesteri",0,0
"1271","Pollachius virens",0,18
"1272","Pseudopleuronectes americanus",0,0
"1273","Scomber scombrus",0,0
"1274","Sebastes g.",0,5
"1275","Squalus acanthias",35139,0
"1276","Tautogolabrus adspersus",0,0
"1277","Triglops murrayi",0,0
"1278","Urophycis chuss",0,18
"1279","Urophycis tenuis",0,15
"1280","Zoarces americanus",0,0
"1281","Alosa pseudoharengus",0,0
"1282","Amblyraja radiata",0,0
"1283","Argentina silus",0,0
"1284","Benthosema glaciale",0,0
"1285","Centroscyllium fabricii",0,0
"1286","Citharichthys arctifrons",0,0
"1287","Clupea harengus",0,32
"1288","Enchelyopus cimbrius",0,0
"1289","Glyptocephalus cynoglossus",0,0
"1290","Helicolenus dactylopterus",0,0
"1291","Hippoglossoides platessoides",0,0
"1292","Hippoglossus hippoglossus",0,0
"1293","Leptoclinus maculatus",0,0
"1294","Leucoraja erinacea",0,0
"1295","Lophius americanus",0,0
"1296","Lumpenus lampretaeformis",0,0
"1297","Melanogrammus aeglefinus",0,16
"1298","Merluccius albidus",0,0
"1299","Merluccius bilinearis",5203,216
"1300","Myoxocephalus octodecemspinosus",0,0
"1301","Notoscopelus elongatus",0,0
"1302","Phycis chesteri",0,0
"1303","Pollachius virens",0,4
"1304","Pseudopleuronectes americanus",0,0
"1305","Scomber scombrus",0,0
"1306","Sebastes g.",6616,12
"1307","Squalus acanthias",3752,6
"1308","Tautogolabrus adspersus",0,0
"1309","Triglops murrayi",0,0
"1310","Urophycis chuss",0,22
"1311","Urophycis tenuis",0,6
"1312","Zoarces americanus",0,0
"1313","Alosa pseudoharengus",0,0
"1314","Amblyraja radiata",0,0
"1315","Argentina silus",0,0
"1316","Benthosema glaciale",0,0
"1317","Centroscyllium fabricii",0,0
"1318","Citharichthys arctifrons",0,0
"1319","Clupea harengus",0,2.916666667
"1320","Enchelyopus cimbrius",0,0
"1321","Glyptocephalus cynoglossus",0,0
"1322","Helicolenus dactylopterus",0,3.888888889
"1323","Hippoglossoides platessoides",0,0
"1324","Hippoglossus hippoglossus",0,0
"1325","Leptoclinus maculatus",0,0
"1326","Leucoraja erinacea",0,0
"1327","Lophius americanus",0,0.972222222
"1328","Lumpenus lampretaeformis",0,0
"1329","Melanogrammus aeglefinus",0,9.722222222
"1330","Merluccius albidus",0,0
"1331","Merluccius bilinearis",0,42.77777778
"1332","Myoxocephalus octodecemspinosus",1,0
"1333","Notoscopelus elongatus",0,0
"1334","Phycis chesteri",0,0
"1335","Pollachius virens",0,6.805555556
"1336","Pseudopleuronectes americanus",0,0
"1337","Scomber scombrus",0,0
"1338","Sebastes g.",0,109.8611111
"1339","Squalus acanthias",445,15.55555556
"1340","Tautogolabrus adspersus",0,0
"1341","Triglops murrayi",0,0
"1342","Urophycis chuss",0,1.944444444
"1343","Urophycis tenuis",0,5.833333333
"1344","Zoarces americanus",0,0
"1345","Alosa pseudoharengus",0,0
"1346","Amblyraja radiata",0,0
"1347","Argentina silus",0,0
"1348","Benthosema glaciale",0,0
"1349","Centroscyllium fabricii",0,0
"1350","Citharichthys arctifrons",0,0
"1351","Clupea harengus",0,4.915730337
"1352","Enchelyopus cimbrius",0,0
"1353","Glyptocephalus cynoglossus",0,0
"1354","Helicolenus dactylopterus",0,0
"1355","Hippoglossoides platessoides",0,0
"1356","Hippoglossus hippoglossus",0,0
"1357","Leptoclinus maculatus",0,0
"1358","Leucoraja erinacea",0,0
"1359","Lophius americanus",0,0.983146067
"1360","Lumpenus lampretaeformis",0,0
"1361","Melanogrammus aeglefinus",0,16.71348315
"1362","Merluccius albidus",0,0
"1363","Merluccius bilinearis",0,14.74719101
"1364","Myoxocephalus octodecemspinosus",0,0
"1365","Notoscopelus elongatus",0,0
"1366","Phycis chesteri",0,0
"1367","Pollachius virens",0,0
"1368","Pseudopleuronectes americanus",0,0
"1369","Scomber scombrus",0,0
"1370","Sebastes g.",10864,19.66292135
"1371","Squalus acanthias",5507,20.64606742
"1372","Tautogolabrus adspersus",0,0
"1373","Triglops murrayi",0,0
"1374","Urophycis chuss",0,0
"1375","Urophycis tenuis",0,15.73033708
"1376","Zoarces americanus",0,0
"1377","Alosa pseudoharengus",0,0
"1378","Amblyraja radiata",0,0
"1379","Argentina silus",0,0
"1380","Benthosema glaciale",0,0
"1381","Centroscyllium fabricii",0,0
"1382","Citharichthys arctifrons",0,0
"1383","Clupea harengus",0,3.034682081
"1384","Enchelyopus cimbrius",0,0
"1385","Glyptocephalus cynoglossus",0,0
"1386","Helicolenus dactylopterus",9543,35.40462428
"1387","Hippoglossoides platessoides",0,0
"1388","Hippoglossus hippoglossus",0,0
"1389","Leptoclinus maculatus",0,0
"1390","Leucoraja erinacea",0,0
"1391","Lophius americanus",0,0
"1392","Lumpenus lampretaeformis",0,0
"1393","Melanogrammus aeglefinus",0,18.20809249
"1394","Merluccius albidus",0,0
"1395","Merluccius bilinearis",7878,431.9364162
"1396","Myoxocephalus octodecemspinosus",0,0
"1397","Notoscopelus elongatus",0,0
"1398","Phycis chesteri",0,0
"1399","Pollachius virens",0,17.19653179
"1400","Pseudopleuronectes americanus",0,0
"1401","Scomber scombrus",0,0
"1402","Sebastes g.",0,1.011560694
"1403","Squalus acanthias",251,10.11560694
"1404","Tautogolabrus adspersus",0,0
"1405","Triglops murrayi",0,0
"1406","Urophycis chuss",0,2.023121387
"1407","Urophycis tenuis",0,4.046242775
"1408","Zoarces americanus",0,0
"1409","Alosa pseudoharengus",0,0
"1410","Amblyraja radiata",0,0
"1411","Argentina silus",0,2.982954545
"1412","Benthosema glaciale",0,0
"1413","Centroscyllium fabricii",0,0
"1414","Citharichthys arctifrons",0,0
"1415","Clupea harengus",20,0
"1416","Enchelyopus cimbrius",0,0
"1417","Glyptocephalus cynoglossus",0,0.994318182
"1418","Helicolenus dactylopterus",0,167.0454545
"1419","Hippoglossoides platessoides",0,0
"1420","Hippoglossus hippoglossus",0,0
"1421","Leptoclinus maculatus",0,0
"1422","Leucoraja erinacea",0,0
"1423","Lophius americanus",0,0
"1424","Lumpenus lampretaeformis",0,0
"1425","Melanogrammus aeglefinus",0,1.988636364
"1426","Merluccius albidus",0,0
"1427","Merluccius bilinearis",0,24.85795455
"1428","Myoxocephalus octodecemspinosus",0,0
"1429","Notoscopelus elongatus",0,0
"1430","Phycis chesteri",0,0
"1431","Pollachius virens",0,9.943181818
"1432","Pseudopleuronectes americanus",0,0
"1433","Scomber scombrus",0,0
"1434","Sebastes g.",0,0.994318182
"1435","Squalus acanthias",3943,1.988636364
"1436","Tautogolabrus adspersus",0,0
"1437","Triglops murrayi",0,0
"1438","Urophycis chuss",14,2.982954545
"1439","Urophycis tenuis",0,0
"1440","Zoarces americanus",0,0
"1441","Alosa pseudoharengus",0,0
"1442","Amblyraja radiata",0,1.005747126
"1443","Argentina silus",0,1.005747126
"1444","Benthosema glaciale",74645,0
"1445","Centroscyllium fabricii",0,0
"1446","Citharichthys arctifrons",0,0
"1447","Clupea harengus",0,0
"1448","Enchelyopus cimbrius",0,0
"1449","Glyptocephalus cynoglossus",0,0
"1450","Helicolenus dactylopterus",0,18.10344828
"1451","Hippoglossoides platessoides",0,0
"1452","Hippoglossus hippoglossus",0,0
"1453","Leptoclinus maculatus",0,0
"1454","Leucoraja erinacea",0,0
"1455","Lophius americanus",0,0
