MISSION, SETNO, SLAT, SLONG, ELAT, ELONG, SURFACE_TEMPERATURE, BOTTOM_TEMPERATURE, BOTTOM_SALINITY, HYDRO, SPEC, TOTWGT, COMM, SPEC_1
NED2020025,51,4338.61,6425.23,4340.28,6424.66,16.5,10.1,34.73,478795,8600,0.012,SPONGES,PORIFERA P.
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,10,3.43,COD(ATLANTIC),GADUS MORHUA
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,11,8.8,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,13,0.458,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,14,0.7,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,16,3.52,POLLOCK,POLLACHIUS VIRENS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,23,0.023,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,23,30.74,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,30,3.34,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,40,0.103,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,41,0.24,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,60,6.58,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,70,0.127,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,220,38.87,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,2212,0.003,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,2214,0.092,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,2521,0.001,HYAS COARCTATUS,HYAS COARCTATUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,2550,3.64,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,4511,8.29,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,6111,0.011,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,6118,0.015,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,8318,0.002,SEA PEN,PENNATULACEA
NED2020025,52,4321.66,6428.38,4320.28,6429.83,16.1,7.4,33.8,478799,8609,0.009,POLYMASTIA ANDRICA,POLYMASTIA ANDRICA
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,11,7.29,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,12,3.82,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,13,0.84,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,14,4.05,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,14,6.61,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,23,0.03,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,23,29.57,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,30,1.722,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,40,0.229,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,41,0.921,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,60,5.34,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,70,0.384,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,220,4.55,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,701,0.235,BUTTERFISH,PEPRILUS TRIACANTHUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,1810,0.004,TUNICATA S.P.,TUNICATA S.P.
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,2214,0.054,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,2511,4.5,JONAH CRAB,CANCER BOREALIS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,2550,2.01,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,4511,27.27,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,4521,0.006,OCTOPUS,OCTOPODA O.
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,6114,0.001,LEPTASTERIAS SP.,LEPTASTERIAS SP.
NED2020025,53,4317.25,6419.57,4318.19,6417.52,17,10.2,34.75,478803,8367,0.003,PENNATULA ACULEATA,PENNATULA ACULEATA
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,10,2.39,COD(ATLANTIC),GADUS MORHUA
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,11,31.36,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,23,23.68,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,60,0.324,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,400,2.4,MONKFISH,GOOSEFISH
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,2511,0.98,JONAH CRAB,CANCER BOREALIS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,4511,3.41,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,6101,0.06,CEREMASTER GRANULARIS,CEREMASTER GRANULARIS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,6118,0.001,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,6125,0.003,PTERASTER MILITARIS,PTERASTER MILITARIS
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,6611,0.088,SEA CUCUMBER (COMMON),CUCUMARIA FRONDOSA
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,8100,0.009,COMB JELLIES,CTENOPHORA P.
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,8600,0.052,SPONGES,PORIFERA P.
NED2020025,54,4316.89,6411.24,4316.28,6409.12,16.9,3.4,32.46,478807,8605,0.11,POLYMASTIA F.,POLYMASTIA F.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,10,4.38,COD(ATLANTIC),GADUS MORHUA
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,11,54.88,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,16,2.87,POLLOCK,POLLACHIUS VIRENS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,23,0.384,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,40,0.877,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,41,0.511,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,60,0.942,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,300,0.291,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,304,0.031,MAILED SCULPIN,TRIGLOPS MURRAYI
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,320,2.85,SEA RAVEN,HEMITRIPTERUS AMERICANUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,1823,0.086,SEA POTATO,BOLTENIA SP.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2212,0.119,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2214,0.006,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2316,0.001,SPIRONTOCARIS SPINUS,SPIRONTOCARIS SPINUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2332,0.005,EUALUS FABRICII,EUALUS FABRICII
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2511,0.004,JONAH CRAB,CANCER BOREALIS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2521,0.001,HYAS COARCTATUS,HYAS COARCTATUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2523,0.087,NORTHERN STONE CRAB,LITHODES MAJA
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2559,0.002,HERMIT CRABS,PAGURIDAE F.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,2893,0.001,NYMPHON SP.,NYMPHON SP.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,4321,0.001,SEA SCALLOP,PLACOPECTEN MAGELLANICUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,4340,0.009,COCKLES,CARDIIDAE F.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,4400,0.003,SEA SLUGS,NUDIBRANCHIA O.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,4511,1.95,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6111,0.001,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6114,0.001,LEPTASTERIAS SP.,LEPTASTERIAS SP.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6117,0.335,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6118,0.007,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6125,0.009,PTERASTER MILITARIS,PTERASTER MILITARIS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6211,0.002,DAISY,OPHIOPHOLIS ACULEATA
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6411,0.01,SEA URCHIN (GREEN),STRONGYLOCENTROTUS DROEBACHIENSIS
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,6611,0.284,SEA CUCUMBER (COMMON),CUCUMARIA FRONDOSA
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,8100,0.009,COMB JELLIES,CTENOPHORA P.
NED2020025,55,4311.04,6410.8,4310.64,6408.49,16.5,3,32.13,478811,8600,0.074,SPONGES,PORIFERA P.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,10,13.56,COD(ATLANTIC),GADUS MORHUA
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,11,29.85,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,14,1.007,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,16,1.41,POLLOCK,POLLACHIUS VIRENS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,23,0.59,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,30,1.512,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,41,0.54,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,50,2.485,STRIPED ATLANTIC WOLFFISH,ANARHICHAS LUPUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,60,55.32,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,200,4.29,BARNDOOR SKATE,DIPTURUS LAEVIS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,220,32.63,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,300,2.17,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,304,0.108,MAILED SCULPIN,TRIGLOPS MURRAYI
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,320,0.285,SEA RAVEN,HEMITRIPTERUS AMERICANUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,400,2.16,MONKFISH,GOOSEFISH
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,610,0.001,NORTHERN SAND LANCE,AMMODYTES DUBIUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,640,0.075,OCEAN POUT,ZOARCES AMERICANUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,1810,0.004,TUNICATA S.P.,TUNICATA S.P.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,1823,0.012,SEA POTATO,BOLTENIA SP.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2212,1.917,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2214,0.064,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2312,0.004,LEBBEUS POLARIS,LEBBEUS POLARIS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2419,0.008,SABINEA SARSI,SABINEA SARSI
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2511,0.004,JONAH CRAB,CANCER BOREALIS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,2527,0.002,TOAD CRAB,HYAS ARANEUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,4511,1.35,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6101,0.221,CEREMASTER GRANULARIS,CEREMASTER GRANULARIS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6111,0.101,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6114,0.016,LEPTASTERIAS SP.,LEPTASTERIAS SP.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6117,0.167,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6118,0.067,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6126,0.019,PTERASTER PULVILLUS,PTERASTER PULVILLUS
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6202,0.002,OPHIACANTHA BIDENTATA,OPHIACANTHA BIDENTATA
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,6213,0.001,OPHIURA SARSI,OPHIURA SARSI
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,8208,0.018,ANTHOZOA SEA ANEMONES,ACTINIARIA O.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,8367,0.003,PENNATULA ACULEATA,PENNATULA ACULEATA
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,8511,0.087,PINK JELLYFISH,CYANEA CAPILLATA
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,8600,1.841,SPONGES,PORIFERA P.
NED2020025,56,4253.05,6435.26,4251.9,6437.04,16.4,4.7,32.69,478815,8605,0.053,POLYMASTIA F.,POLYMASTIA F.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,10,5.6,COD(ATLANTIC),GADUS MORHUA
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,11,28.96,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,14,2.15,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,16,5.52,POLLOCK,POLLACHIUS VIRENS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,23,1.278,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,30,1.31,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,40,0.125,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,41,1.37,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,50,0.998,STRIPED ATLANTIC WOLFFISH,ANARHICHAS LUPUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,60,5.9,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,202,1.03,SMOOTH SKATE,MALACORAJA SENTA
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,220,27.68,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,300,5.75,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,400,0.534,MONKFISH,GOOSEFISH
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,610,0.004,NORTHERN SAND LANCE,AMMODYTES DUBIUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,640,0.066,OCEAN POUT,ZOARCES AMERICANUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,1810,0.01,TUNICATA S.P.,TUNICATA S.P.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2212,1.563,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2214,0.335,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2312,0.01,LEBBEUS POLARIS,LEBBEUS POLARIS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2419,0.0025,SABINEA SARSI,SABINEA SARSI
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2511,0.054,JONAH CRAB,CANCER BOREALIS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2527,0.002,TOAD CRAB,HYAS ARANEUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,2550,4,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,4400,0.0025,SEA SLUGS,NUDIBRANCHIA O.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,4508,0.012,BATHYPOLYPUS SPP. ,BATHYPOLYPUS SPP. 
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6101,0.037,CEREMASTER GRANULARIS,CEREMASTER GRANULARIS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6111,0.014,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6114,0.012,LEPTASTERIAS SP.,LEPTASTERIAS SP.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6117,0.3,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6118,0.005,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6118,0.058,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,6126,0.013,PTERASTER PULVILLUS,PTERASTER PULVILLUS
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,8216,0.847,ACTINOSTOLA SPP. ,ACTINOSTOLA SPP. 
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,8511,0.027,PINK JELLYFISH,CYANEA CAPILLATA
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,8511,0.043,PINK JELLYFISH,CYANEA CAPILLATA
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,8600,0.277,SPONGES,PORIFERA P.
NED2020025,57,4250.83,6434.2,4249.78,6436.19,,,,999999,8605,0.035,POLYMASTIA F.,POLYMASTIA F.
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,10,2.32,COD(ATLANTIC),GADUS MORHUA
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,11,42.63,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,23,0.25,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,30,27.62,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,40,0.39,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,41,0.289,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,43,0.438,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,60,23.93,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,220,3.25,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,300,2.3,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,304,0.26,MAILED SCULPIN,TRIGLOPS MURRAYI
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,320,1.33,SEA RAVEN,HEMITRIPTERUS AMERICANUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,340,0.01,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,610,0.001,NORTHERN SAND LANCE,AMMODYTES DUBIUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,640,0.011,OCEAN POUT,ZOARCES AMERICANUS
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,1810,0.054,TUNICATA S.P.,TUNICATA S.P.
NED2020025,58,4254.99,6445.86,4256.25,6447.54,16.4,4.5,32.32,478819,1823,0.008,SEA POTATO,BOLTENIA SP.
